ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
59,59,8684,8339,140,32,106,64,7,10437,9431,540,307,269,267,3,10832,9833,331,84,255,176,24,10832,9833,331,84,255,176,24,10663,9555,610,220,303,222,2,11037,10068,244,8,508,72,27,6656,6446,84,15,68,52,4,7697,7245,235,83,100,24,0,8521,7766,255,63,172,151,15,8521,7766,255,28,101,18,1,24,328,7871,7368,260,62,154,28,0,8303,7914,174,19,175,35,0,5642,3043,2472,6286,3472,2296,6549,4052,2353,6264,3135,3129,6784,4516,2156,7106,4380,2581,7441,4605,2654,7507,4748,2759,7480,4501,2774,7290,4451,2839,7240,4257,2575,7303,4364,2939,5949,3837,1961
60,60,8769,8151,356,50,86,139,18,9878,9305,290,33,105,148,0,10921,9602,716,97,153,223,21,10921,9602,716,97,153,223,21,9472,8539,593,27,109,149,0,9869,8341,1104,63,78,191,0,6984,6548,239,33,60,102,11,7753,7407,143,22,57,122,0,8757,7832,510,61,96,163,13,8757,7832,510,20,66,22,5,42,260,7138,6754,213,16,65,100,0,7334,6750,444,22,50,93,0,4783,2286,2343,5292,2312,2525,5436,2864,2398,5229,2180,3049,5524,3091,2293,6330,3255,2937,6866,3513,3171,6900,3687,3213,6865,3475,3161,6672,3420,3252,6638,3161,3020,6702,3316,3386,5132,2630,2328
61,61,8213,7175,270,96,411,296,24,9896,8520,460,215,484,250,88,10860,9099,527,167,545,461,41,10863,9100,527,160,535,445,41,10302,8629,529,278,602,239,103,11463,9348,741,340,799,216,61,7300,6453,214,74,362,212,19,8343,7569,304,116,140,174,4,9987,8485,452,154,471,365,27,9987,8485,452,79,331,159,10,34,437,8918,8006,387,132,196,203,4,10047,8921,558,118,300,175,0,4204,2761,1318,4518,2667,1311,4622,3133,1306,4388,2485,1903,4677,3393,1166,5289,3598,1512,5701,3875,1629,5740,4083,1657,5672,3790,1609,5506,3795,1711,5453,3478,1499,5517,3717,1800,3928,2822,978
62,62,6293,5814,196,59,117,131,9,7920,7181,361,39,183,142,54,10740,9178,737,106,253,308,26,10742,9180,737,106,253,302,26,9694,8829,485,50,130,200,62,10320,9300,417,66,166,330,17,5065,4736,129,27,82,89,8,6458,5910,266,25,126,110,0,8589,7494,514,73,188,220,21,8589,7494,514,33,106,64,7,44,327,7459,6779,344,25,70,159,0,8148,7446,323,78,39,217,0,3834,1899,1824,3843,1775,1615,3978,2244,1580,3794,1724,2070,3877,2287,1465,5240,2829,2245,5997,3177,2566,6030,3412,2618,5991,3156,2546,5814,3158,2656,5772,2922,2364,5816,3056,2760,4287,2338,1794
63,63,5751,5375,136,40,105,96,11,9105,8273,405,47,212,167,0,10840,9453,515,107,279,286,28,10843,9455,515,107,279,273,28,8560,8032,241,60,232,3,0,9786,8874,441,75,118,296,14,4627,4380,95,21,72,75,3,7379,6715,299,24,188,161,0,8455,7496,358,64,193,207,23,8455,7496,358,26,121,49,15,32,358,6907,6491,215,47,138,4,0,7686,7154,252,55,44,142,0,3175,1511,1565,4053,1905,1717,4227,2370,1716,3999,1716,2283,4446,2806,1533,5606,3106,2349,6360,3462,2688,6389,3684,2705,6343,3427,2656,6157,3362,2795,6103,3089,2523,6160,3255,2905,4649,2645,1871
64,64,6120,5707,143,44,142,82,14,8621,7999,178,65,358,22,0,10767,9489,463,137,299,244,26,10772,9494,463,137,293,243,25,9435,8637,327,46,264,111,35,10757,9723,341,36,285,157,35,4812,4542,99,22,92,53,6,6720,6212,154,10,325,18,0,8693,7755,337,84,204,187,20,8693,7755,337,53,116,57,6,37,332,8171,7467,310,3,225,110,0,9249,8508,324,2,247,135,0,2830,1450,1300,4076,1979,1617,4236,2469,1609,4002,1808,2194,4486,2899,1475,5596,3211,2234,6359,3581,2553,6378,3833,2545,6341,3541,2537,6146,3464,2682,6076,3180,2402,6154,3354,2800,4538,2724,1674
65,65,9836,9223,247,67,173,143,14,12403,11239,432,158,375,305,5,10852,9535,527,137,222,255,15,10859,9542,527,132,217,248,15,10522,9377,311,144,394,364,23,11258,9916,574,141,277,306,19,8136,7684,170,40,128,107,12,9800,9133,170,57,215,237,0,9155,8162,381,95,173,214,9,9155,8162,381,46,98,80,5,43,340,8757,8033,179,54,229,282,0,9470,8736,275,29,230,231,0,4972,2670,2133,5770,2814,2376,5952,3551,2182,5651,2712,2939,6095,3849,2088,6559,3764,2605,6911,3953,2759,6956,4189,2767,6913,3900,2747,6724,3885,2839,6677,3607,2581,6738,3800,2938,5210,3091,1949
66,66,9931,9390,237,48,145,121,15,11203,10449,254,158,223,247,19,10906,9681,357,98,218,305,24,10915,9685,358,98,210,289,24,11815,11000,274,134,215,288,13,11673,10773,288,111,169,245,9,8082,7705,156,32,105,87,14,8925,8444,132,102,110,116,0,9016,8133,253,66,161,215,12,9016,8133,253,37,72,62,4,65,390,9424,8907,126,92,120,158,0,9430,8939,147,87,90,168,0,5704,3316,2192,6091,3008,2545,6260,3718,2365,6001,2902,3099,6329,3933,2251,6769,3802,2804,7109,3949,2969,7148,4135,3013,7113,3921,2959,6944,3865,3079,6897,3654,2778,6966,3795,3171,5439,3125,2148
67,67,7893,7297,291,64,81,159,28,8880,8316,395,1,45,194,0,10922,9273,794,127,197,428,24,10934,9283,794,113,181,407,22,9636,9029,168,2,81,268,0,11651,10682,279,91,242,251,0,5714,5359,173,26,54,110,13,6463,6168,169,0,32,95,0,8201,7132,497,77,127,299,14,8201,7132,497,32,61,66,6,38,369,6738,6422,111,2,50,147,0,8454,7865,201,71,150,136,0,3706,1435,2140,3642,1074,2161,3778,1701,1917,3597,1104,2493,3762,1805,1825,4964,1955,2853,5687,2104,3337,5726,2433,3293,5682,2173,3184,5529,2151,3378,5529,1984,3095,5565,2064,3501,4198,1675,2330
68,68,9367,8819,279,41,94,172,3,10683,9804,518,2,74,277,6,10890,9681,551,68,141,302,20,10893,9684,551,64,137,299,20,11310,10382,581,12,131,204,0,11406,10665,477,20,82,107,0,6537,6241,141,15,49,99,1,7993,7447,382,0,70,102,0,7864,7107,333,28,94,192,17,7864,7107,333,10,50,47,3,20,294,8331,7826,380,5,48,78,0,8261,7888,284,3,33,60,0,4349,1292,2915,4843,1163,3265,5052,1857,3027,4854,1152,3702,4865,1842,2873,5644,1764,3735,6107,1823,4100,6122,2066,4056,6099,1850,3997,5954,1831,4123,5932,1686,3832,5972,1752,4220,4548,1413,2917
69,69,9960,9521,225,34,43,142,6,10632,9872,461,53,47,209,12,10921,9983,313,58,102,320,31,10923,9985,313,58,102,320,31,11092,10362,412,63,59,175,5,11174,10274,462,13,174,205,3,8019,7712,164,16,27,100,6,8606,8169,197,42,37,153,0,8917,8213,213,28,68,249,22,8917,8213,213,20,31,54,7,51,328,9042,8558,235,106,46,122,0,9211,8562,335,28,93,174,0,5695,2020,3425,5737,1404,3983,5917,2445,3279,5728,1398,4330,5967,2293,3458,6719,2078,4533,7278,2051,5071,7312,2387,4925,7279,2196,4808,7200,2144,5056,7134,1961,4711,7182,2020,5162,5909,1709,3854
70,70,10530,9792,360,40,70,249,48,10602,9608,474,39,197,288,19,10825,9661,478,84,75,449,16,10830,9665,478,84,75,431,16,10658,9615,495,50,126,350,43,10861,9778,545,158,92,271,32,8383,7860,245,25,53,169,41,8516,7899,253,38,79,242,0,8655,7869,335,36,45,293,5,8655,7869,335,12,25,84,3,36,291,8755,8006,372,43,62,263,4,8843,8110,345,159,49,173,4,5535,2026,3289,5594,1399,3803,5795,2411,3214,5599,1249,4350,5664,2283,3201,6153,1988,4052,6536,1944,4447,6551,2300,4251,6545,2047,4252,6490,2013,4477,6403,1838,4214,6422,1906,4516,5247,1618,3396
71,71,10727,9820,321,94,62,514,21,10622,9648,336,142,121,386,12,10792,9715,326,65,102,525,24,10814,9728,327,64,98,511,20,10462,9410,334,196,98,355,23,10809,9760,362,53,131,443,12,8642,8008,210,53,40,371,16,8756,8169,164,97,79,253,4,8958,8164,203,48,75,410,19,8958,8164,203,23,31,212,5,11,309,8868,8142,261,135,62,256,14,9300,8535,306,26,66,344,8,5741,3884,1643,4909,2422,2040,5100,3554,1342,4887,2507,2380,4962,3404,1399,5362,3121,2124,5677,2972,2538,5678,3467,2211,5655,3218,2152,5604,3184,2420,5552,2995,2209,5574,3083,2491,4571,2591,1747
72,72,10449,9529,424,62,97,379,10,10035,9090,429,164,67,310,0,10726,9277,570,119,163,532,24,10759,9302,572,119,161,500,22,10556,9359,542,96,125,481,2,10841,9803,447,69,141,345,6,8392,7750,282,41,75,267,5,8113,7375,334,104,51,233,0,8685,7661,377,86,125,371,11,8685,7661,377,53,74,137,3,30,350,8482,7564,432,39,104,337,2,8762,7981,387,29,118,271,2,4683,3221,1286,4498,2422,1639,4649,3341,1134,4483,2426,2057,4333,3198,1026,4879,3072,1690,5139,2945,2026,5186,3426,1760,5167,3267,1655,5109,3146,1963,5051,2972,1747,5066,3044,2022,3809,2413,1221
73,73,10900,9824,512,85,64,496,30,10975,9579,712,171,48,592,22,10681,9291,593,96,66,570,23,10728,9329,594,89,65,547,20,10887,9486,696,158,82,546,42,10776,9246,589,75,251,737,44,8556,7829,350,45,44,356,16,8570,7688,447,22,13,379,0,8577,7593,412,58,50,424,13,8577,7593,412,27,31,178,9,43,284,8543,7649,465,30,19,368,2,8404,7417,447,12,40,409,2,5031,3684,1184,4685,2498,1746,4847,3564,1109,4686,2493,2193,4536,3356,1047,4954,3129,1688,5161,2942,2053,5192,3500,1692,5184,3259,1638,5126,3190,1936,5066,2966,1773,5079,3061,2018,3682,2272,1221
74,74,9971,9482,238,35,93,149,10,10852,10047,404,27,275,211,2,10714,9802,358,43,130,277,13,10722,9808,358,42,127,277,13,10674,10049,339,44,241,185,3,10711,9790,561,35,171,338,27,7835,7532,141,11,65,86,7,8298,7766,236,4,184,99,0,8457,7834,211,25,104,193,10,8457,7834,211,13,68,58,0,26,247,8174,7826,143,20,104,78,0,8324,7863,226,0,18,167,0,5802,3789,1878,5709,3038,2224,5936,4098,1711,5678,2670,3008,5863,4138,1622,6278,3838,2333,6574,3697,2731,6644,4273,2371,6629,4052,2401,6544,3859,2685,6449,3644,2527,6473,3726,2747,5237,3067,1933
75,75,10400,9758,209,49,65,315,9,10791,9994,272,65,56,411,28,10933,9890,263,65,95,449,17,10917,9876,263,64,95,442,17,10847,10005,315,136,36,351,0,11077,10110,318,105,99,418,9,8010,7604,128,21,41,215,5,8487,8028,111,42,15,300,0,8684,7975,158,30,62,319,8,8684,7975,158,8,36,107,0,35,365,8494,8042,112,85,19,229,0,8765,8150,181,65,67,281,0,5774,2364,3182,6059,1822,3774,6259,2811,3260,6090,1633,4457,6198,2691,3301,6904,2431,4320,7347,2373,4811,7366,2679,4687,7364,2520,4587,7286,2504,4782,7226,2333,4532,7258,2309,4949,5825,932,3368
76,76,12041,11220,202,102,73,465,4,11795,10726,255,154,116,618,3,12333,10932,324,183,91,773,20,10723,9733,298,124,85,444,15,12188,11048,288,130,152,632,4,12465,11150,284,97,293,634,1,9933,9276,144,64,52,408,4,9896,9171,154,63,15,465,0,10369,9276,205,132,63,654,11,10369,9276,205,66,26,427,0,42,327,10351,9488,175,59,31,537,0,10471,9567,184,28,129,561,4,5746,2131,3326,5674,1353,3918,5803,2465,3144,5595,1615,3980,5681,2226,3276,6248,1913,4212,6674,1867,4664,6673,2226,4447,6672,1995,4415,6630,1920,4710,6562,1849,4395,6588,1878,4710,5546,1574,3634
77,77,8698,8241,190,33,48,168,27,9233,8642,231,7,29,288,51,10924,9781,352,77,76,386,21,10934,9791,352,77,72,374,21,9807,9328,225,10,27,219,25,11039,10113,204,19,82,332,36,6697,6418,110,17,21,117,13,7235,6756,173,5,15,237,0,8402,7635,217,42,53,271,10,8402,7635,217,18,15,54,5,32,426,7632,7211,194,4,0,189,0,8574,8084,185,19,25,205,0,4567,1394,2994,4810,964,3510,4973,1931,2857,4835,932,3903,5038,1696,3179,5930,1495,4321,6518,1457,4896,6531,1727,4804,6520,1585,4714,6406,1533,4873,6352,1404,4601,6410,1426,4984,5359,925,3729
78,78,11129,10711,138,33,64,175,14,10581,9912,328,36,64,294,14,10927,10013,281,112,91,308,49,10934,10017,281,112,90,308,48,10800,10093,359,26,112,238,11,11142,10254,396,121,58,293,2,8683,8403,90,10,37,124,10,8202,7836,121,4,12,203,0,8659,8057,152,55,60,212,31,8659,8057,152,27,17,28,3,39,336,8366,7904,246,4,29,191,0,8821,8300,252,69,22,184,0,5892,1840,3774,5655,1146,4115,5825,2327,3352,5652,996,4656,5604,1942,3462,5976,1506,4369,6338,1435,4761,6357,1696,4661,6336,1487,4602,6276,1477,4799,6208,1340,4567,6239,1428,4811,5056,590,3487
79,79,9679,9059,215,58,84,283,15,10160,9513,287,44,146,311,9,10912,9690,355,114,200,461,21,10930,9704,355,112,191,438,19,10694,9851,279,57,181,303,17,11034,10018,412,26,201,217,8,7506,7110,125,23,51,197,8,8045,7596,175,8,74,174,5,8582,7750,211,68,133,333,14,8582,7750,211,32,60,93,2,39,395,8392,7879,174,7,82,234,0,8506,8027,220,11,64,184,0,5429,2954,2325,5939,2880,2583,6199,3910,2152,6001,2269,3732,6187,3886,2168,6756,3751,2872,7104,3801,3142,7195,4092,3103,7177,3979,3017,7092,3881,3211,7033,3719,3003,7068,3669,3399,5725,1151,2066
80,80,9540,8803,276,73,106,320,21,11152,10054,565,83,158,377,20,10915,9581,391,137,197,501,27,10932,9596,391,130,194,461,25,10696,9601,375,96,210,436,7,10731,9377,619,109,208,436,5,7405,6954,159,27,75,217,12,8617,7976,333,34,69,202,5,8722,7780,251,80,162,365,17,8722,7780,251,38,104,138,6,30,375,8326,7659,288,23,105,256,0,8555,7811,386,30,77,243,0,5225,2896,2213,5006,2240,2304,5229,3290,1819,5061,1736,3325,5258,3218,1915,5810,3112,2566,6193,3134,2871,6232,3476,2756,6224,3331,2665,6144,3267,2877,6076,3051,2695,6113,3042,3071,4715,1177,1826
81,81,10243,9391,280,70,133,402,22,11202,10019,395,124,183,597,33,10869,9457,465,121,152,573,24,10927,9499,466,108,140,519,21,11403,10319,317,172,146,550,18,11656,10231,446,148,208,626,41,7970,7387,178,36,89,289,14,9006,8285,242,45,60,311,6,8613,7627,311,81,110,382,18,8613,7627,311,47,67,132,7,35,387,9077,8400,175,84,57,308,0,9366,8526,231,72,52,435,0,5066,2815,2114,5390,2490,2425,5567,3576,1859,5410,1944,3466,5408,3380,1884,6044,3310,2592,6391,3319,2911,6438,3676,2762,6442,3512,2715,6352,3481,2871,6282,3245,2692,6321,3234,3087,4995,1291,1838
82,82,10540,9622,267,95,105,477,20,10912,9888,410,105,92,408,21,10902,9294,419,132,169,723,31,10932,9312,420,126,164,666,30,11366,10154,566,101,107,464,4,11355,10297,281,194,42,540,6,8124,7564,142,48,64,296,10,8329,7546,318,75,58,334,8,8407,7303,288,69,102,505,23,8407,7303,288,37,61,228,13,23,454,8657,7739,408,64,57,382,0,8586,7830,199,111,23,392,0,5276,3029,2109,5111,2415,2263,5331,3425,1752,5150,1919,3231,5219,3247,1830,5747,3151,2453,6074,3141,2754,6096,3502,2594,6080,3305,2534,6028,3287,2741,5970,3054,2587,6002,3095,2907,4648,1144,1721
83,83,9806,9051,230,62,82,402,13,9995,9234,134,170,187,310,9,10907,9477,375,113,185,621,38,10933,9496,375,104,183,578,38,10094,9157,364,129,188,264,19,10808,9748,459,114,231,207,0,7669,7223,121,27,59,251,8,7784,7270,111,64,116,223,0,8563,7645,229,57,135,389,26,8563,7645,229,26,91,142,9,24,397,7843,7329,185,54,102,157,0,8287,7693,254,31,134,150,0,5029,2760,2132,5057,2440,2160,5255,3363,1758,5115,1834,3281,5287,3327,1815,5906,3301,2462,6311,3340,2784,6340,3674,2666,6337,3551,2558,6261,3482,2779,6202,3242,2662,6244,3226,3018,5044,1244,1816
84,84,8288,7724,177,52,68,271,18,9506,8777,278,22,63,357,22,10723,9504,394,76,155,507,37,10730,9507,394,78,152,490,37,9643,8841,303,22,70,197,44,10784,9896,251,81,81,306,24,6071,5735,97,23,49,167,9,7163,6730,131,21,34,225,0,8111,7321,251,47,90,337,21,8111,7321,251,13,45,109,6,36,330,7330,6939,154,20,45,135,0,8194,7747,202,24,62,136,0,4158,1704,2332,4885,1402,3117,5062,2532,2401,4944,1099,3845,5220,2336,2742,6146,2178,3833,6731,2147,4420,6752,2499,4253,6729,2391,4129,6637,2308,4329,6571,2108,4117,6627,2116,4511,5445,972,3115
85,85,10251,9557,315,49,92,264,10,10411,9636,329,67,142,272,24,11062,9923,404,60,118,364,23,11064,9924,404,60,116,364,23,10396,9614,292,51,128,344,39,10082,9182,299,52,305,353,0,8160,7730,188,34,45,176,8,8650,8095,257,65,88,113,0,9047,8227,279,33,78,257,15,9047,8227,279,13,42,57,5,111,313,8747,8201,251,29,72,179,0,8819,8169,232,14,167,232,0,5792,1894,3716,5849,1325,4212,5995,2099,3665,5840,1181,4659,6019,2002,3867,6805,1832,4862,7283,1859,5285,7293,2084,5209,7287,1864,5188,7229,1845,5384,7153,1741,5140,7183,1793,5390,6204,1624,4349
86,86,10076,9455,285,39,121,198,21,10461,9490,650,17,79,279,0,11025,9811,419,99,176,330,28,11029,9815,419,99,169,325,28,10924,9883,667,31,72,318,0,11092,10299,488,68,115,163,36,8018,7624,182,17,80,127,10,8648,8064,423,0,6,171,0,9085,8256,262,54,105,245,18,9085,8256,262,34,79,51,4,80,319,9052,8508,367,0,1,192,0,8978,8582,312,0,7,88,0,5514,2432,2914,5531,1869,3304,5671,2763,2692,5501,1646,3855,5690,2648,2882,6401,2543,3722,6843,2588,4099,6864,2891,3973,6827,2629,3943,6741,2592,4149,6664,2440,3953,6695,2504,4191,5538,2236,3107
87,87,10090,9472,339,33,63,206,10,10689,10213,179,59,71,192,3,11054,10039,391,51,107,337,23,11058,10042,391,50,107,338,22,10621,9771,213,56,62,205,3,11721,10330,507,89,22,314,0,7687,7297,187,17,42,143,5,8219,7875,99,34,42,156,0,8770,8043,253,30,79,245,20,8770,8043,253,11,40,55,9,39,320,8259,7818,189,43,25,149,0,9081,8403,439,34,11,142,0,5405,1865,3353,5613,1409,3885,5829,2180,3456,5696,1278,4418,5913,2025,3722,6752,1911,4702,7304,1959,5198,7327,2215,5112,7307,1955,5068,7235,1955,5280,7217,1857,5058,7208,1901,5307,5997,1658,4103
88,88,9795,9280,256,26,68,188,20,10951,10175,332,90,83,278,7,11033,9922,370,51,122,416,22,11037,9925,370,50,121,409,21,11483,10538,356,176,180,214,40,11981,10643,421,164,103,473,57,7523,7184,159,10,46,140,10,8493,8016,170,45,57,182,0,8755,8001,230,33,82,297,17,8755,8001,230,11,44,82,2,50,335,8872,8343,179,54,113,155,0,9337,8721,215,84,38,275,4,5429,2209,3019,5353,1620,3409,5511,2413,2900,5355,1387,3968,5779,2481,3151,6558,2320,4091,7077,2357,4532,7090,2678,4412,7082,2435,4358,7007,2336,4671,6954,2269,4359,6937,2281,4656,5828,2005,3599
89,89,10320,9615,215,68,141,307,13,10584,9784,248,80,183,282,7,10859,9608,349,112,211,491,24,10872,9618,349,102,202,449,20,10532,9697,276,92,279,226,0,10582,9934,294,66,101,242,5,7816,7366,148,26,92,197,9,7948,7444,183,83,85,155,2,8323,7515,220,64,134,333,10,8323,7515,220,24,83,147,3,13,318,7613,7009,168,90,185,183,0,8043,7584,171,64,66,196,0,5573,2938,2465,5516,2435,2655,5749,3241,2318,5533,1989,3544,5814,3388,2280,6363,3293,2917,6719,3418,3133,6760,3729,3031,6748,3439,3054,6652,3342,3310,6601,3224,3006,6613,3304,3309,5304,2887,2245
90,90,10063,9443,201,57,94,276,10,9984,9246,132,122,122,335,16,10818,9613,327,93,151,523,39,10825,9619,328,93,145,518,38,9974,9271,149,101,118,307,12,10636,9799,229,124,89,266,38,7978,7579,111,22,61,204,3,8035,7565,99,40,55,267,5,8662,7831,192,47,114,363,28,8662,7831,192,10,50,139,8,50,382,8035,7586,88,28,44,270,0,8565,8141,108,73,21,249,0,5173,2060,2863,4933,1324,3251,5067,2170,2662,4883,1147,3736,5041,2018,2865,5741,1845,3783,6269,1865,4291,6244,2129,4115,6236,1899,4068,6067,1858,4209,6123,1806,4000,6014,1807,4207,5225,1581,3358
91,91,10368,7041,367,55,89,3006,11,11020,7277,528,86,207,3237,23,10894,7284,346,97,114,3121,28,10913,7287,346,96,114,3119,28,10795,6839,553,79,396,3253,38,11285,7042,740,97,322,3369,56,7663,5562,196,25,55,1907,6,8156,5884,217,44,33,1963,4,8368,5944,238,66,70,2074,19,8368,5944,238,26,43,1557,8,39,513,8221,5916,211,58,108,1858,4,8512,6136,374,56,65,1793,4,4866,2839,1798,4916,2362,2225,5056,3047,1839,4879,2099,2780,5003,3081,1795,5502,3051,2349,5843,3151,2560,5857,3403,2454,5841,3192,2405,5794,3144,2650,5788,3307,2281,5770,3115,2655,4720,2581,1959
92,92,10089,9368,230,57,100,358,21,10702,9843,243,24,283,320,0,10910,9475,419,115,173,593,24,10918,9482,419,114,173,566,22,10945,9634,313,46,446,403,0,10724,9088,625,78,289,463,0,8180,7688,154,36,71,236,16,8548,8060,142,20,129,175,0,8957,7951,286,69,127,418,22,8957,7951,286,21,72,172,10,44,401,9113,8352,257,29,273,250,0,9018,8076,476,53,138,290,0,5728,3557,1948,5663,2984,2179,5831,3841,1763,5603,2774,2829,5907,3974,1804,6404,3926,2326,6780,4072,2554,6807,4369,2438,6780,4103,2407,6673,4042,2631,6638,3915,2369,6645,4003,2642,5411,3381,1853
