ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
74,74,55655,50412,630,343,269,4181,16,54921,48614,1109,417,376,4762,64,58968,51753,932,503,379,5028,75,55610,49172,1100,510,334,4790,52,59749,52485,1223,588,390,4919,32,44522,41102,359,197,145,2799,10,44655,40594,547,194,229,3130,4,48431,43553,542,273,227,3447,42,48431,43553,542,147,147,2437,5,137,1463,45139,41133,665,242,237,2978,4,48711,44318,714,359,216,3151,8,32593,17534,14165,31906,16546,15360,32211,12339,18252,31540,12948,17664,27989,13861,14119,28254,12429,15258,27789,12304,14995,30344,12983,16805,36681,14932,21290,30866,12928,17657,29899,11925,17947,29897,12445,17087,29683,12159,17512,29677,11852,17002,29603,11737,17329,29770,11783,17987
75,75,58364,55461,836,379,326,1491,28,57366,53845,1090,597,458,1529,97,60058,55203,1192,602,500,2111,52,57570,53966,1136,589,473,1499,164,60235,56036,1233,672,497,1525,159,44974,43228,480,148,178,973,17,45332,43316,586,251,190,999,22,47930,44807,737,296,278,1406,41,47930,44807,737,150,195,642,16,113,1270,45673,43624,573,276,185,978,16,48199,45919,647,329,228,987,27,30592,14749,15144,29928,13638,16290,30673,10195,18767,30195,10910,18307,25393,11197,14196,25493,9770,15155,25276,9946,14720,28536,10681,17263,35559,12548,22522,29026,10674,18055,27838,9830,18006,27794,10235,17146,27796,9970,17826,27795,9577,17248,27698,9608,17422,27853,9735,18118
76,76,52206,41072,3069,5523,2321,627,78,55845,43407,3824,5435,3093,514,11,59142,43078,4471,6870,3675,1143,96,57958,44434,3793,6432,3202,539,20,60399,44486,4078,7480,3991,597,50,44625,37016,2087,3525,1721,459,52,45968,39003,2052,2965,1613,315,0,51193,39386,3233,4560,2971,897,69,51193,39386,3233,3757,2362,138,18,211,2088,48208,40325,2083,3700,1726,327,0,49851,40827,2104,4077,2390,346,10,32862,28156,4073,34957,30594,4363,35662,30086,3255,35306,30833,3777,34692,31572,3055,34688,30837,3154,34373,30514,3414,35548,31439,3341,38912,34807,3569,34959,31461,3018,33711,30779,2861,33629,30962,2509,33437,30485,2911,33384,29295,2559,33144,29773,2918,33523,30236,2765
77,77,48658,37972,2318,2431,5779,406,44,56825,43477,2924,2463,7443,676,103,59997,41948,3812,3159,10125,891,95,57425,43879,3001,2347,7847,690,88,58473,44837,2608,2273,8374,860,46,43782,34974,1874,1741,4999,342,38,46184,39174,1861,1658,2980,433,27,53015,37712,3038,2382,9041,751,74,53015,37712,3038,1743,7997,122,37,204,2162,47022,39810,1943,1594,3191,436,8,48209,40709,1770,1541,3752,417,8,33480,27157,5810,32118,25152,6966,35323,27373,5218,34562,25788,7940,30532,25749,4724,30549,24926,4939,30203,24626,5218,31688,25593,5251,29228,25137,3597,29705,25202,3944,27968,24569,3351,27832,24519,3158,27537,23837,3668,27472,22745,3298,27317,23067,3908,27641,23591,3461
78,78,54778,39868,6319,5824,2556,706,75,57338,43646,5002,5830,3039,516,47,59825,41246,7435,6750,3327,1249,129,57691,43747,6106,4922,3360,453,50,60538,45064,6415,5510,3003,815,115,42409,33145,3877,3522,1643,481,53,42367,35601,1865,3068,1522,159,40,47368,34829,4752,4417,2385,946,102,47368,34829,4752,3716,2007,146,25,221,1672,43134,36127,2352,2645,1716,152,40,45247,37858,2658,2797,1497,299,24,30296,22998,6896,31933,24759,7174,32703,24454,6260,32403,25118,6660,31184,25543,5595,31273,24862,5848,30956,24253,6290,32463,25552,6236,36385,29031,6755,32025,25867,5746,30875,25333,5485,30910,25745,4944,30668,25186,5462,30572,24397,4966,30341,24460,5388,30636,24880,5187
79,79,56161,41787,3754,5182,5296,616,54,59246,40274,5116,5140,8345,582,119,60002,41017,5762,5747,6676,1070,93,57896,38395,5113,5429,8070,871,128,59061,39758,5139,6054,7145,760,54,45112,35634,2384,2878,4023,406,39,42414,33769,1961,3334,2885,371,38,48827,35417,3846,3608,5216,769,55,48827,35417,3846,2978,4723,119,19,199,1526,40808,32565,1712,2783,3021,382,54,43436,34184,2045,3453,3059,387,4,34815,27431,6989,36184,28806,7378,36326,29028,5231,36189,29314,6316,33988,29002,4944,34018,28315,5118,33722,27783,5566,35365,29319,5369,38203,32463,5151,34684,29573,4688,33421,28922,4439,33397,29289,3934,33237,28727,4493,33110,27872,4044,32878,27960,4483,33263,28413,4277
80,80,46595,40007,1547,1416,3499,246,36,55545,45663,1983,2503,5217,340,57,59605,46741,3097,2364,6518,708,63,56445,45228,2522,2759,5687,364,97,59603,47362,3709,2586,5303,461,96,34605,30469,941,783,2306,154,20,39220,34656,879,1414,2084,117,15,45798,37136,2019,1422,4534,523,37,45798,37136,2019,1051,4121,79,9,142,1241,40078,34742,1144,1643,2342,140,15,42453,36971,1551,1388,2352,189,0,26396,17418,8681,29573,18797,10776,31090,20482,8342,30925,20332,10087,31639,23188,8418,31758,22192,8966,31431,21666,9426,32571,22726,9163,39054,28535,9808,34319,25133,8688,34900,26004,8811,34978,26781,7955,34696,25846,8830,34580,25084,8238,34312,24869,8917,34693,25479,8523
81,81,51684,46466,1883,1617,1543,314,35,56663,49673,2466,2022,2066,304,11,60040,50736,2927,2265,3075,761,52,57166,48950,2875,2833,2177,308,122,61095,51609,3670,2625,2569,354,179,39304,36137,1146,887,971,194,19,42048,39163,987,981,781,154,0,46678,40651,1861,1410,1941,537,40,46678,40651,1861,1045,1676,86,10,133,1216,42126,38403,1204,1368,937,171,0,45771,41334,1752,1392,1071,166,0,30318,20077,9927,32779,21068,11711,33686,21373,10180,33665,22043,11083,32682,23242,9397,32758,22143,10119,32466,21457,10634,34003,22856,10500,39208,26854,11674,34596,23907,10219,34224,23726,10407,34315,24545,9481,34050,23726,10295,33915,23119,9578,33630,22807,10203,34040,23429,9937
82,82,59074,48206,6954,1913,1822,443,60,59111,47410,7272,2777,1477,277,113,58981,45183,7881,2822,1992,1027,98,58629,47456,6780,2704,1516,311,78,58157,46342,6799,2647,1910,748,47,44829,38224,4206,1007,1208,272,34,45278,38777,3920,1668,706,118,75,46251,37306,5041,1619,1379,743,58,46251,37306,5041,1291,1168,113,23,119,1190,45080,38875,3581,1630,731,160,40,44820,38463,3619,1570,916,228,0,30212,13452,16416,31633,12953,18680,29995,11931,15623,29790,11117,17887,26877,12365,14470,27080,10916,15631,26787,10414,15921,28865,11922,16151,32904,14797,17402,27758,12295,14934,25702,11324,14320,25794,11916,13639,25463,11406,14039,25382,10917,13541,25044,10655,13899,25071,10710,14361
83,83,58416,53270,2097,657,2145,337,50,59624,53502,2526,705,2694,262,57,59567,51054,3499,1183,2781,835,77,60009,52896,2529,1103,2492,277,69,59673,52584,2527,1402,2920,285,32,45605,42404,1276,364,1371,217,32,46650,43403,1215,491,1379,135,4,47727,42138,2205,667,1875,579,46,47727,42138,2205,505,1647,105,19,110,998,47190,43975,1149,650,1253,135,0,47058,43023,1398,801,1599,183,0,36096,13972,21775,37108,12820,24288,36429,12822,21228,36417,11759,23971,33786,13646,20092,33957,11704,21810,33616,11342,21845,35721,12915,22087,40447,16299,23484,35224,13826,20900,33778,13045,20657,33890,13809,19819,33488,13342,20129,33403,12873,19539,32928,12260,20135,32811,12319,20492
84,84,57012,54396,1368,346,633,328,44,58692,55519,1836,322,751,314,50,59218,54227,2109,523,936,942,53,58889,55031,2150,461,764,349,56,58425,53345,2738,843,1002,441,81,42667,41231,726,138,371,208,20,45216,43243,1086,261,384,182,0,45911,42829,1227,227,582,617,36,45911,42829,1227,115,411,111,6,139,1073,45798,43506,1353,276,371,237,0,45657,42939,1643,280,472,199,20,33285,11354,21589,34969,10473,24496,34750,9481,23470,34721,8992,25104,32068,10469,21557,32231,8786,23024,31998,8631,23007,34170,9707,23902,39774,11956,27278,34249,10261,23596,33162,9589,23503,33225,10203,22751,32880,9920,22938,32828,9426,22467,32503,9046,22888,32568,9009,23500
85,85,57595,48366,1484,1061,6167,748,66,57379,47424,1796,1434,6319,611,84,59110,46641,2229,1593,7137,1320,78,57177,46971,1822,1519,6640,745,45,59149,48480,2079,1592,6473,918,71,43554,38560,806,469,3343,448,39,43655,38610,640,604,3383,366,19,45970,38419,1244,862,4276,906,55,45970,38419,1244,575,4057,254,20,117,1284,43316,38275,573,702,3314,415,0,44811,39639,562,639,3321,475,0,27184,15421,11259,27756,14589,13167,27241,12243,13188,26978,12569,13377,24240,12967,11244,24341,11136,12640,24154,11113,12585,25987,12420,12925,29759,14503,14638,24865,12246,12259,22885,11007,11832,22952,11459,11201,22815,11391,11415,22776,10772,11161,22556,10541,11442,22770,10700,12070
86,86,59784,57388,1014,361,783,283,25,59714,56465,1288,422,1083,488,43,59462,55356,1458,624,1024,688,69,60181,55404,1330,502,1457,463,18,59040,55077,1192,772,1299,585,23,45627,44265,576,141,479,185,15,45223,43793,571,159,414,317,0,46226,43618,856,334,678,497,43,46226,43618,856,189,557,106,15,85,800,46109,44439,554,200,723,268,0,45562,43902,430,245,685,313,0,31652,16906,14064,31178,13823,17355,31723,10934,19029,31559,11678,18654,27683,12493,15177,27864,10171,17265,27435,10179,16721,29911,11260,18110,34727,12491,21748,29660,11210,18149,28382,10003,18327,28432,10611,17421,28177,10849,17323,28121,10028,17234,27979,9725,17425,28072,9736,18336
87,87,57303,54237,910,285,1230,678,44,57905,53883,1114,420,1842,822,160,59487,54355,1227,542,1879,1180,53,58119,53993,1362,512,1661,864,142,58912,54182,1253,531,2116,842,187,43979,42281,498,100,679,425,34,44864,42978,331,187,922,441,4,46621,43450,744,252,1132,773,35,46621,43450,744,140,982,244,4,88,969,44755,42889,433,144,833,428,4,45374,43139,452,270,1054,437,0,31327,16617,14056,31502,14739,16763,31984,11605,18718,31724,12172,18441,28676,12820,15826,28800,10652,17598,28580,10816,17320,30725,11820,18320,35969,13236,22164,30512,11705,18497,29111,10466,18610,29194,10992,17873,29018,11150,17860,28963,10454,17611,28754,10134,17945,28787,8309,19173
88,88,56598,49838,2883,1503,1621,964,56,58166,49197,4037,1950,1923,1218,48,59855,49014,4471,2336,2197,1753,76,57259,48073,4050,2101,1779,1404,51,58873,49913,4037,2451,1573,1075,4,43193,39082,1598,1000,1016,597,29,44110,39787,1606,1216,652,832,0,47127,39999,2779,1628,1403,1113,60,47127,39999,2779,1343,1256,463,30,108,1149,43378,38814,1724,1255,451,1079,0,45169,40460,1731,1539,719,655,0,30330,16081,13884,30876,14914,15962,31207,13563,15549,30942,12764,17156,27774,14735,12994,27915,13004,14350,27539,12871,14194,29791,13901,15161,33966,16545,16772,28920,14280,14181,26984,13228,13696,27049,13871,12896,26826,13688,13119,26720,12936,12821,26570,12634,13317,25114,366,17104
89,89,59456,48366,3205,2436,2450,3668,78,58875,46039,3348,3732,2604,3751,80,59697,44182,4948,3874,2777,4592,88,58886,45588,3743,3768,2908,3659,100,60139,45291,4425,3443,3895,3810,121,45930,39373,1726,1186,1534,2303,49,43543,37632,1265,1323,1246,2003,0,46453,36844,2997,2095,1781,2902,61,46453,36844,2997,1637,1633,1719,29,115,1479,43925,37841,1391,1375,1332,1786,0,45228,37925,2209,1177,1643,2241,20,29703,17037,12281,29401,15975,13426,28423,12669,13783,27981,12158,14521,24473,13766,10645,24590,12072,11844,24330,12063,11718,26645,12967,12906,30535,15103,14846,25278,12823,12026,22923,11520,11346,22991,12011,10638,22813,11885,10914,22707,11126,10522,22540,10986,10893,21238,318,13996
90,90,56696,39436,10497,2728,2543,2148,89,58195,37191,13170,3584,3094,2226,36,59551,35654,14107,4613,3054,3119,94,58291,36941,13603,3570,3073,2334,37,59028,37119,13658,4050,2718,2535,60,42293,32218,5997,1453,1506,1344,59,39036,30529,4286,1531,1509,1079,10,44866,29894,8654,2718,1946,2048,75,44866,29894,8654,2221,1715,933,20,86,1343,39288,30376,4746,1602,1509,1046,15,40169,31064,4702,1925,1164,1228,10,24243,14936,8995,23562,13765,9797,23118,11554,9840,22641,11164,10475,20175,12274,7870,20297,11075,8647,20050,10940,8637,21715,11735,9323,24500,13419,10560,20433,11340,8725,18444,10135,8260,18513,10473,7813,18329,10279,8022,18252,9676,7716,18114,9606,7998,16801,351,10472
91,91,55344,51134,1087,858,1808,551,57,56798,51336,1516,1171,2440,710,20,60072,52892,1763,1421,2446,1106,119,58250,52389,1726,1504,2062,588,81,58093,51852,1505,1757,2288,781,47,42099,39736,612,356,1046,367,26,43201,40370,520,579,1358,365,10,46477,42030,1036,720,1554,740,79,46477,42030,1036,482,1373,174,40,104,1238,44653,41740,823,571,1181,312,0,45361,41938,852,699,1448,477,0,29512,17279,11707,29051,16323,12728,29799,14150,13444,29442,14489,13791,27105,16111,10953,27250,14392,12162,26934,14232,11945,28835,15075,12915,33357,17302,15324,28415,15280,12680,26820,14101,12652,27202,15054,11815,26993,14983,11991,26914,13847,11808,26773,13935,12079,26986,14533,12453
92,92,55494,51603,807,774,1862,557,54,56399,52309,745,1044,1947,427,41,58946,52244,1305,1234,2526,1180,67,57698,53217,935,1113,2134,462,59,58490,53437,1064,791,2689,554,137,43586,41105,519,453,1171,403,34,44840,42195,509,610,1088,375,36,46728,42305,852,750,1587,835,31,46728,42305,852,524,1419,223,8,110,1287,45939,43173,609,621,1134,287,20,46763,43729,730,479,1439,352,25,28303,16354,11450,27145,14771,12374,27839,12354,13453,27538,12801,13593,23709,13351,10357,23815,11785,11356,23496,11553,11317,25945,12619,12579,30113,14013,15451,25421,12434,12598,23770,11181,12560,23983,11850,11817,23841,11875,11958,23808,11003,11711,23620,10985,12019,23868,11474,12394
93,93,56761,52661,968,698,2053,502,55,60510,54587,1539,1037,2419,550,453,59422,52391,1714,1058,2984,988,89,59426,53034,1425,950,2963,668,487,61295,54537,1855,845,3243,538,97,45665,43057,607,375,1317,349,36,47851,44852,689,502,1375,407,18,47696,42906,1129,655,2041,706,62,47696,42906,1129,420,1747,192,19,86,1197,47031,43768,604,524,1674,497,10,48139,44859,629,528,1737,374,45,32041,19614,11879,31206,17820,13386,31851,15803,13563,31278,15832,14340,27334,16518,10782,27425,14945,11854,27053,14802,11604,29389,15796,12744,32420,17206,14510,28724,15829,12388,26992,14695,12245,27232,15445,11489,27042,15346,11681,26972,14128,11558,26831,14345,11810,27087,15006,12081
94,94,54700,50526,712,738,2420,360,34,57461,51501,1017,974,3516,422,39,59265,52431,1225,1051,3415,801,65,57732,51470,1199,1288,3462,624,36,59598,52539,1408,1496,3603,599,110,40492,38197,396,279,1402,230,23,42722,39695,563,443,1735,280,0,45020,40821,774,548,2074,530,37,45020,40821,774,327,1922,120,7,101,948,43314,39743,723,511,1998,309,0,45058,40675,1048,694,2266,318,50,28919,16118,12380,29017,15448,13569,30416,13765,14646,30094,14161,14993,27353,15415,11936,27452,13391,13463,27056,13277,13193,29415,14500,14203,34831,17094,17085,29167,14662,14079,27799,13459,14291,27748,14244,13154,27561,14156,13391,27461,13101,13268,27296,12942,13637,27820,14199,13621
95,95,57306,52160,1720,1166,1847,523,53,58411,52611,1935,1777,1732,519,49,59805,51848,2933,1775,1959,1025,95,58326,52547,1830,1817,1669,450,55,59432,52426,2488,2107,1609,612,33,45812,42629,997,654,1225,351,37,46920,43546,981,925,993,454,22,48133,42952,1823,1070,1320,721,63,48133,42952,1823,703,1121,185,23,146,1180,46575,43390,887,935,929,397,23,47326,43899,1000,1192,825,396,15,30137,18825,10816,29100,17366,11734,30041,14875,12688,29420,15020,13255,26105,16278,9819,26225,14711,10822,25850,14451,10801,27824,15186,11797,30240,16097,13543,26654,14683,11490,24809,13327,11429,24799,13845,10632,24555,13736,10805,24476,12672,10619,24302,12704,10949,24745,13684,11061
96,96,58113,54541,858,1029,1328,464,41,58907,55254,1024,896,1477,328,51,59415,53905,1236,1437,1658,821,54,59344,55235,1035,900,1742,298,35,59055,54694,1041,768,1800,307,123,44851,42726,514,528,822,290,26,45637,43601,452,499,873,201,4,46364,42717,813,859,1098,580,33,46364,42717,813,595,929,140,2,121,1047,45809,43773,492,470,878,177,4,45768,43728,516,379,916,209,4,29729,18519,10663,29587,17871,11716,29145,14744,12412,28788,15431,12332,26650,16809,9836,26786,14963,11223,26388,14779,11029,28168,15684,11774,32226,17571,14057,27717,15615,11700,26337,14329,11955,26365,15099,10898,26154,15073,11062,26125,13964,10925,25891,13900,11208,26334,14878,11456
97,97,58864,55708,1594,580,680,363,24,61014,57477,1755,557,772,633,74,58975,54317,2006,498,936,813,41,61251,57321,2044,516,835,482,91,60329,55377,2403,595,1173,332,50,43770,42140,877,203,352,225,15,47437,45358,1023,294,337,398,17,46726,43771,1262,236,555,568,25,46726,43771,1262,145,369,92,7,118,962,47904,45770,1117,247,447,312,25,47939,45321,1368,232,750,221,30,35840,11762,23660,36796,10488,26308,36721,10353,23960,36761,9470,26606,34309,11191,23082,34547,9658,24474,34251,9356,24452,36313,10578,25033,41899,13555,27669,36350,11456,24406,35430,10923,24435,35492,11624,23572,35109,11167,23925,35044,10609,23415,34544,10151,23761,34525,10329,24196
98,98,56707,53691,1418,524,799,340,37,58670,55006,1334,610,1409,473,41,59835,54387,2025,932,1330,683,61,59100,54183,1819,622,2228,504,13,59929,54744,1753,898,1862,708,37,41992,40352,745,236,463,218,25,44521,42819,648,199,588,243,0,46126,42734,1234,505,848,457,40,46126,42734,1234,337,677,75,7,139,923,44734,42451,922,226,913,279,0,45367,43176,923,432,687,223,0,32776,10861,21519,34370,9829,24541,34157,9259,22957,34358,8577,25118,31741,10163,21563,31921,8339,23193,31651,8225,23036,33829,9455,23792,39624,12288,26824,34302,10391,23540,33685,9924,23727,33744,10554,22948,33434,10185,23243,33339,9673,22744,32968,9256,23160,33157,9434,23723
99,99,55447,52818,1226,441,682,283,33,56688,53532,1434,892,622,258,17,59032,54207,1872,685,1098,725,69,56561,52617,1416,1118,600,277,21,58945,54925,1355,912,960,445,15,41343,39866,716,172,392,181,18,43336,41771,723,323,275,179,10,45709,42736,1097,359,661,497,48,45709,42736,1097,197,497,82,18,88,994,43796,42033,681,524,335,172,4,46204,44144,752,499,453,291,10,32555,11030,21135,34257,9748,24509,34414,9583,22713,34482,8731,25072,31882,10495,21348,32021,8727,22888,31803,8694,22712,33966,9866,23449,39690,13080,25989,34339,10958,22966,33597,10562,22966,33663,11216,22171,33315,10773,22531,33307,10282,22052,32856,9810,22482,32993,9968,23025
