ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
92,92,98601,85237,3939,4745,1621,3755,98,98079,82893,4907,5169,1971,4084,85,92520,75353,5400,5452,1765,4614,108,97561,81732,4879,5429,1908,4109,52,92579,77054,4972,5323,1892,3715,67,80328,70521,2474,3994,1302,2352,58,79229,68792,3121,3972,736,2394,25,73959,61324,3526,4417,1314,3193,73,73959,61324,3526,3780,1044,1552,22,182,2529,79266,68575,3209,4040,817,2515,4,75273,64685,3284,4081,919,2227,25,39628,22633,16163,33657,17963,15694,35673,15301,18133,31368,15140,15404,31467,15812,14612,30675,13609,15404,35047,16146,17800,41221,18631,21841,40788,18472,21543
93,93,88805,80695,3401,3210,964,705,51,85834,76670,3735,3411,1356,1001,157,89410,77310,4694,4091,1388,1553,84,85701,76006,3851,3555,1391,1083,125,88857,77831,3987,4441,1489,963,117,68738,63125,2104,2450,638,470,31,67120,61229,2082,2398,699,610,33,72182,63087,3250,3306,1023,1092,45,72182,63087,3250,3033,843,160,19,144,1646,67235,61337,1965,2458,783,649,24,69974,63168,2214,2932,853,662,8,46095,21299,23781,45154,19768,25386,44333,14290,27671,38686,15187,22771,38774,15630,22075,37741,12587,23310,43146,15456,26564,50548,17503,32266,49975,17887,31283
94,94,99305,49925,11550,37174,1404,1136,115,93933,45077,11745,35914,1534,1615,57,90438,41966,11982,34611,1542,2030,123,93297,44702,12038,35426,1562,1577,55,90276,42867,12188,33819,1415,1421,92,73968,41052,7110,24846,983,715,68,70742,38059,7022,24237,687,680,4,69020,35432,7811,23772,1136,1463,79,69020,35432,7811,22028,891,202,42,326,2288,70208,37378,7453,23964,655,595,4,67349,35590,7419,23008,660,521,0,49301,34647,13918,42062,30144,11918,40996,26481,12798,34129,22627,10779,34176,23286,10023,33431,21284,10532,38164,25350,11875,43837,29212,14053,43495,29100,13633
95,95,91802,85764,1828,1484,1883,886,88,91410,83964,2487,1677,2253,1026,189,91439,81252,2844,1819,2294,2173,148,91397,83543,2570,1744,2376,955,224,91166,82470,2760,1750,2386,893,174,70262,66346,1128,892,1279,615,58,70301,66251,1495,1010,778,686,23,71873,65016,1782,1065,1586,1584,91,71873,65016,1782,727,1331,263,54,247,2453,70895,66446,1628,1025,1081,645,0,71322,66649,1754,1017,1245,659,0,47885,22819,24154,45195,19253,25942,46396,16834,26343,41750,17299,23682,41918,17554,23189,40908,15319,23097,46169,18378,26328,53568,21915,30686,53052,21439,30879
96,96,94415,85479,4773,2675,740,1249,35,90885,81259,5164,2903,797,1137,0,90544,78601,5563,3117,871,2154,51,90683,80833,5310,2871,753,1399,76,90984,80193,5638,3153,997,1539,61,73562,68201,2828,1354,498,866,21,72010,65975,3324,1523,438,677,0,72724,64897,3521,1717,629,1579,24,72724,64897,3521,1123,420,239,0,157,2367,72050,65905,3372,1521,463,731,75,72695,66095,3585,1565,526,771,45,50240,28871,20376,45901,24672,21229,46126,19416,24136,40508,20107,19465,40687,20694,18692,39765,17593,19399,45063,20913,22751,52474,23470,28157,51806,24220,26637
97,97,94839,87336,3108,2823,663,1077,71,93344,85501,3641,2547,725,1272,58,93159,82768,3751,2944,723,2110,49,93193,84876,3872,2860,624,1217,46,93989,84226,4105,3700,726,1249,63,73797,68631,1898,2158,455,723,54,74025,68530,2483,1800,328,885,0,73355,66147,2424,2021,466,1559,28,73355,66147,2424,1708,362,247,3,153,2311,73858,68161,2626,2029,310,847,4,75014,68460,2885,2505,355,842,4,48804,23324,24481,46499,20655,25844,46434,14764,29229,40408,15857,23679,40505,16371,22973,39528,13325,23848,45007,16130,27580,52363,17986,33517,51795,18784,32173
98,98,96739,92288,2546,652,500,930,27,91679,86512,2970,881,606,882,37,92049,85257,3084,738,495,1840,69,91058,85503,3121,805,612,853,55,91286,85256,3164,1020,598,832,50,74522,71789,1517,337,304,658,18,71729,68614,1706,517,308,523,4,72801,68267,2010,398,313,1307,40,72801,68267,2010,228,213,200,14,131,1738,71470,68264,1845,508,309,546,4,72046,68712,1857,566,305,630,4,47449,22052,24057,42555,17644,24911,44371,11818,30550,37851,13027,23989,37879,12802,23847,36962,10552,24363,43011,12808,29085,51727,14182,36921,50901,15265,34806
99,99,92376,88701,1364,514,470,1381,63,89604,84826,1791,807,661,1604,19,89375,82996,1867,881,592,2341,75,89564,84467,1831,884,667,1591,49,89837,83976,2014,990,724,1722,24,74097,71710,836,237,313,1006,43,72463,69497,1040,447,326,1149,8,72792,68283,1195,478,418,1795,34,72792,68283,1195,251,259,385,4,147,2268,72614,69517,1068,559,313,1234,8,73041,69525,1290,612,411,1274,0,48007,24129,22615,44885,21110,23775,45205,13877,29145,39478,15061,23513,39519,15209,22967,38450,12495,22802,44087,15095,27621,52080,16432,34910,51353,17959,32462
100,100,95442,89970,1499,2056,599,1549,70,95821,89221,2085,2376,794,1558,89,91751,83685,2010,2018,758,2552,79,95717,88746,2217,2402,825,1622,74,92301,84791,2375,2389,793,1790,17,75070,71502,875,1291,423,1086,49,76029,71641,1293,1612,296,1082,4,72641,66897,1370,1273,586,1914,46,72641,66897,1370,833,360,413,8,179,2581,76295,71845,1352,1659,269,1170,0,73396,69035,1417,1379,303,1151,0,43802,21114,21621,39465,17538,21927,40484,12552,25714,36285,13574,21717,36314,13571,21360,35540,11248,21908,40760,13590,25887,48882,15540,32541,48408,15562,32059
101,101,89834,82303,3583,2188,582,1420,51,89986,81643,3921,2739,669,1527,67,92604,81036,5072,2360,779,2625,122,90740,81871,3969,2665,714,1506,62,93074,82240,4363,3233,729,1519,87,68589,63951,1968,1425,346,987,34,69324,64388,1972,1644,318,960,18,72534,64478,3491,1584,512,1888,72,72534,64478,3491,1091,323,372,15,195,2569,69998,65085,1999,1543,330,975,18,72274,66511,2293,1896,418,962,28,42989,20628,21221,39636,17310,22326,41786,12410,27094,37665,13414,23221,37732,13628,22614,36923,11338,23082,41979,13563,27036,49886,15724,33345,49393,15398,32963
102,102,90853,81226,5597,1826,507,2071,57,91736,80315,6710,2132,758,2243,34,91886,78502,6712,1959,740,3341,91,92214,80816,6677,2065,829,2184,24,92820,80148,7189,2186,771,2474,30,70008,64211,3087,1140,295,1417,33,70298,64405,2837,1269,339,1357,10,72924,64047,4142,1239,497,2400,49,72924,64047,4142,912,294,749,13,171,2596,71311,65298,2973,1266,397,1321,0,72527,65858,3382,1553,385,1405,7,46556,25035,20427,42490,20929,21561,44295,16594,24938,40468,17572,21870,40524,17950,21257,39507,15276,21810,44588,18040,25158,52401,21000,30572,51888,20398,30509
103,103,85576,79987,2047,771,837,2239,88,89847,82795,2817,1507,921,2329,143,93426,83811,3141,1192,1254,3116,150,90080,82614,2892,1346,1005,2235,205,93056,84865,3219,1407,1040,2557,96,67835,64436,1199,366,494,1444,50,71973,67754,1444,763,364,1546,23,76458,69947,2057,679,817,2169,75,76458,69947,2057,352,560,875,22,216,2429,72578,68128,1566,723,483,1524,85,75789,71141,1822,719,553,1459,19,52618,25853,25922,51148,23427,27721,54856,24310,27398,52353,26095,25286,52410,26594,24402,51396,23769,25426,56179,27420,27288,63525,32789,29778,63193,31023,31452
104,104,86863,81839,1739,1199,447,1727,82,87837,82090,2336,973,843,1801,106,89466,81664,2307,865,806,2971,156,88287,82579,2348,925,738,1762,113,89904,83171,2306,1113,848,1904,97,67608,64242,1044,881,266,1196,44,69482,66489,915,509,285,1139,18,71871,66611,1406,485,540,2117,93,71871,66611,1406,216,331,691,30,193,2393,69970,66633,1168,510,317,1186,50,71626,67628,1393,665,429,1428,44,47169,21948,24039,45057,18996,26061,47584,15583,29325,44813,17383,26316,44901,17640,25683,43806,15133,26229,48717,17687,29606,56447,20737,34805,56040,20181,35071
105,105,90626,87153,1234,579,413,1356,43,89791,84906,1778,1066,593,1608,54,89541,82982,1899,814,650,2507,110,89843,84540,1904,1098,590,1639,35,89630,83332,2107,1206,769,1534,36,71863,69727,743,233,254,942,35,72204,69256,951,404,378,1153,0,72736,68268,1135,417,408,1829,66,72736,68268,1135,202,238,372,11,163,2347,72446,69435,944,388,370,1254,0,72467,69233,1149,526,443,1104,0,47930,21939,24623,43961,18619,25342,45813,13168,30287,41500,14630,25802,41559,14706,25405,40477,12067,26118,45894,14602,29976,53809,16649,36376,53363,16816,35822
106,106,93967,90110,872,486,454,2112,67,90307,85588,1278,876,559,2027,111,90875,84203,1218,840,647,3223,100,90474,85294,1355,874,505,2104,71,91533,85409,1471,1010,561,2418,47,75923,73489,533,223,288,1409,43,74496,71412,715,513,352,1500,26,75466,70743,796,427,440,2381,77,75466,70743,796,166,238,772,9,172,2570,74733,71598,752,504,323,1586,22,75751,72332,914,527,334,1689,8,50585,24248,24970,46667,20682,25985,48629,14998,31308,44174,16947,26263,44190,17125,25588,42886,14163,26472,48463,16782,30401,56341,18645,36916,55832,19363,35733
107,107,91579,79718,1198,770,720,9447,110,91325,78502,1594,1881,1015,8607,166,92701,77224,1644,1724,820,10671,167,91126,77454,1652,1904,1049,8645,211,91788,77617,1850,1748,1228,8609,202,71764,64058,679,405,452,6253,56,73208,64607,934,1117,367,6067,66,75875,64729,1081,1332,570,7537,138,75875,64729,1081,1055,364,4763,39,220,3624,73333,64382,1039,1167,444,6116,90,74389,65189,1186,852,605,6272,42,49413,23586,24739,46275,20123,26152,48925,17809,28240,45675,19357,25375,45659,19874,24447,44525,17046,25330,49486,20055,28094,56856,23604,32359,56475,22924,32814
108,108,93450,81729,942,3574,534,6904,65,90385,77445,1601,3362,867,7728,95,89366,76008,1510,2541,672,8400,124,90018,76370,1659,3620,835,7668,108,90155,76248,1761,3875,798,7064,48,74606,66245,558,3291,333,4264,32,72883,63729,947,2728,373,4994,26,72443,63027,904,2123,459,5497,77,72443,63027,904,1896,260,3302,15,140,2899,72702,63507,955,2795,382,5081,30,73030,63913,1109,2972,444,4613,22,44371,22462,20777,42066,19285,22781,42353,13911,26260,37241,15152,21331,37276,15194,21087,36151,13408,21051,41401,15187,25178,48830,16782,31323,48084,17093,30276
109,109,91990,83501,1016,2756,718,4211,74,90620,81252,1396,3042,989,4023,55,89410,78151,1648,2604,888,5497,114,90008,80805,1402,2896,1095,4007,49,89951,80100,1481,3056,1128,4021,111,74638,68409,625,2391,483,2803,48,73937,67220,840,2638,444,2785,30,73187,64831,1191,2145,639,3869,55,73187,64831,1191,1888,388,1827,9,189,2864,73399,66724,833,2449,447,2879,26,73260,66640,816,2500,522,2654,24,45055,25349,18534,42830,23209,19621,44212,19816,21484,40238,21334,18009,40221,21552,17520,39082,19481,17626,43789,22058,20470,50320,25166,24290,49924,25254,23964
110,110,93524,88295,1018,1234,1482,1598,92,89348,83000,1446,1546,1645,1889,97,90788,83201,1545,1000,1542,2699,130,88811,82399,1559,1510,1716,1824,140,91019,83675,1769,1323,1746,1864,211,75480,71538,635,996,1232,1092,52,71642,67834,878,1203,540,1193,8,74036,68640,1045,627,1222,1888,74,74036,68640,1045,338,922,637,22,182,2250,71215,67389,974,1170,469,1252,27,72864,68944,1134,831,625,1254,98,46158,22367,22412,42715,19334,23381,43660,15618,25533,39232,17074,21345,39185,17030,21036,38104,15404,21034,42953,17338,24537,49808,19450,29553,49312,19853,28754
