ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
111,111,71854,67820,1612,1716,426,362,57,68697,63825,2005,2168,553,511,76,66054,59676,2018,1895,602,1226,53,65251,59282,1934,1591,600,1226,53,68321,63319,2236,2132,534,452,37,66418,60869,2367,1913,691,668,39,57419,54185,1229,1479,300,283,41,55815,52130,1434,1645,250,334,10,53980,49069,1456,1627,435,878,35,53980,49069,1456,1434,297,92,0,106,1526,55780,51975,1609,1655,232,308,10,54450,50525,1765,1466,257,473,10,31460,13613,17166,28721,11151,17570,31611,8745,21601,31469,9391,19471,30860,10325,20535,26384,9526,16416,26156,9433,16241,30870,9783,20289,35973,10830,24708,35398,11253,23193,35084,9640,23852,35246,9810,24269
112,112,62162,59061,1356,989,634,215,30,59350,54653,2293,898,1307,230,33,62663,55790,2755,1917,1190,807,48,62766,55877,2758,1946,1207,808,48,59083,53678,2676,1230,1341,232,34,62574,55811,3298,1889,1314,529,94,49611,47808,775,483,428,150,22,46405,44400,938,476,413,88,60,50663,46173,1657,1161,872,575,30,50663,46173,1657,706,694,69,4,146,1214,46760,44270,1177,585,507,123,45,49160,46080,1424,819,501,198,4,33114,21547,11190,29822,19934,9888,32312,16038,15270,31798,17145,12148,30897,19660,11237,26689,16730,9686,26568,17710,8531,31275,17936,12579,36045,19043,16647,35188,20987,13260,34632,18711,14433,34737,19418,14134
113,113,61773,50321,5680,3746,2222,404,54,61911,46261,7575,5219,3128,415,53,62492,43393,8771,5772,3987,1053,109,62709,43516,8794,5845,4009,1053,109,61591,45256,8047,5040,3271,421,64,61419,43120,8794,5682,3634,512,126,49034,41633,3413,2225,1779,284,41,46148,38507,3584,2555,1162,274,32,49841,36770,5729,3595,3153,731,76,49841,36770,5729,2681,2893,91,18,220,1439,45520,37659,3649,2589,1306,262,39,46074,36752,4369,2870,1800,252,69,27562,17392,9830,23680,15667,8013,25468,13650,11078,25117,13896,9431,24512,15339,9173,19900,12505,7209,19804,13021,6530,24085,14204,9368,27888,15679,11957,27311,16505,10005,26919,14694,10909,27029,15212,10834
114,114,62609,56557,2792,2040,1200,213,40,62029,53302,4824,2307,1885,582,71,62284,51163,4942,3513,2207,759,90,62413,51240,4965,3565,2214,760,92,62410,53537,4685,2638,1838,660,51,63312,53640,4886,2752,1832,472,53,49504,45701,1679,1209,885,127,26,47679,43300,2403,1170,635,136,7,49932,42759,3077,2107,1561,515,51,49932,42759,3077,1526,1394,42,6,104,1024,47965,43440,2426,1275,697,164,5,48712,43568,2607,1557,785,198,4,32481,19754,12349,29668,18072,11596,30783,15576,14272,30406,15879,12421,29619,17646,11973,25479,15508,9661,25403,16359,8726,29916,17063,12168,34487,19079,15095,33798,20044,12866,33228,17660,14097,33387,18310,13890
115,115,63110,39310,10571,12631,1658,766,146,62550,34791,13907,12970,2170,1296,176,62586,34054,12878,14420,1960,1332,136,62673,34092,12891,14471,1965,1333,136,63315,35811,14564,11442,2277,967,209,63339,34817,13302,12572,2475,688,327,46788,31315,6646,8161,1103,518,89,47082,28536,8824,8258,1090,330,45,49046,28643,8808,10203,1472,978,104,49046,28643,8808,8197,1166,98,23,468,1643,48084,29587,9466,7357,1261,289,125,48200,29304,8510,8297,1623,293,200,24814,14877,9603,22425,13534,8891,24925,13172,10867,23837,13089,10123,23200,13219,9981,19667,11577,7807,19678,12070,7314,24518,13980,10032,29868,17006,12502,29374,16830,11603,29212,15808,11979,29210,16074,12040
116,116,60739,44298,13570,3273,488,441,111,59687,34754,21722,5655,409,296,97,65168,33570,27777,4852,669,860,192,63945,33150,27597,4240,664,859,194,59791,34647,21970,5595,511,347,101,64747,34373,26757,6925,625,327,149,47336,36830,8234,2418,370,290,74,40644,30087,8391,1985,63,134,0,50477,28996,18574,3550,485,591,112,50477,28996,18574,1837,336,25,11,113,585,40585,29645,8733,1899,147,150,0,42870,29440,10943,2047,333,60,0,20232,9951,9802,17913,8641,9272,20288,7190,12644,19614,7997,10380,19056,9032,10024,14766,5566,9076,14664,6953,7519,18392,7371,10706,21278,7619,13464,20717,8989,11224,20443,7688,11886,20458,8079,11780
117,117,63817,60985,1214,867,533,322,46,63885,59800,2446,1056,719,164,32,61683,56108,2861,960,680,869,57,61755,56177,2862,976,685,869,57,63531,59062,2501,1191,842,247,31,61626,56041,2772,1554,997,272,37,50996,49088,749,639,347,234,28,51289,48909,1291,512,438,114,0,50505,46890,1736,534,494,638,33,50505,46890,1736,294,355,29,8,69,1124,51300,48740,1242,688,498,127,0,49885,46915,1458,829,520,168,0,27871,11791,15586,27113,10663,16450,29413,7604,20951,28727,8592,18199,27859,9788,18071,24427,7770,16409,24304,9438,14562,28944,9209,19110,34212,10255,23634,33583,11844,20824,33172,9621,22142,33216,10632,21563
118,118,62085,59129,1429,831,630,201,36,61593,56762,2549,1569,779,230,34,61669,54717,3193,1985,990,709,52,61770,54802,3196,2019,1002,709,52,61253,54891,2975,2186,972,276,78,61891,54220,3626,2454,1470,290,52,49940,48161,850,410,428,138,23,49718,47138,1206,729,510,131,0,50480,45979,1962,1162,708,495,43,50480,45979,1962,798,564,31,2,98,1046,49145,45991,1491,945,513,161,0,48954,45565,1649,971,602,220,0,32000,19174,12404,28612,17236,11376,31436,14118,16487,30720,15020,13549,29683,16861,12822,25457,13898,11329,25359,14978,10083,30504,15799,14097,35968,17317,18311,35147,19394,14927,34423,16562,16363,34535,17420,16021
119,119,61835,56856,1745,2360,853,282,35,60988,53030,3508,3430,1466,376,56,61321,51185,4003,4296,1143,916,68,61334,51232,3992,4299,1144,919,65,61148,51632,4979,4417,1550,157,58,61180,49796,5854,5229,1396,498,58,48692,45626,1009,1441,549,173,23,47907,43784,1607,1593,662,198,25,48592,42285,2401,2430,814,658,49,48592,42285,2401,1898,647,43,3,106,1209,47235,42215,2310,1954,603,93,30,46500,40770,2815,1996,699,243,30,25893,14547,10967,21466,12040,9426,25573,10154,14662,24966,11114,11988,24002,12672,11330,20758,9818,10750,20662,11130,9250,24912,11540,12799,29421,12597,16524,28745,14459,13541,28334,12359,14647,28303,12832,14528
120,120,63238,59147,1107,2095,791,208,37,62367,56733,2284,2836,690,236,20,62761,55141,2327,3249,1115,723,84,61645,54723,2195,2725,1110,723,85,62746,56734,2369,3107,627,372,34,63064,56745,2680,2847,738,348,35,51556,48538,757,1645,532,127,20,50780,46730,1510,1963,473,114,0,51894,46442,1590,2404,783,484,46,51894,46442,1590,2123,644,47,13,88,947,51045,46775,1546,2047,449,121,4,51745,47440,1720,1852,557,107,4,29688,15642,13664,27367,14171,13196,29428,12049,16530,28892,12531,14647,27974,13695,14279,24627,11851,12530,24559,13137,11082,29096,13693,14776,34088,15458,18260,33543,17187,15491,33045,14529,17095,33049,15222,16765
121,121,58392,46996,4920,5675,1105,407,39,57498,39207,9266,8555,1862,384,179,61331,39070,11842,9365,1539,1025,119,61466,39134,11849,9403,1543,1025,119,57327,37406,11417,7673,2034,343,205,61052,38328,13676,9072,1733,459,313,47155,40163,2860,3367,839,276,29,43080,33580,4334,4095,866,140,24,49789,34681,7778,6277,1200,748,84,49789,34681,7778,4859,1006,63,8,129,1265,42675,32540,5360,3580,936,154,29,44855,34120,5652,4047,767,156,14,22816,14006,8497,20561,12913,7648,21184,10071,10407,20659,10693,8554,19958,11937,8021,16088,8885,6991,16026,9643,6137,19880,10777,8617,23258,12130,10885,22701,13265,8736,22377,11638,9681,22310,12103,9285
122,122,65249,61168,2145,1270,464,402,50,63900,58595,3035,1681,484,340,28,64749,57439,3642,1793,586,1014,59,64866,57548,3646,1819,594,1014,59,63964,58106,3290,1786,503,350,27,65018,58292,3889,2388,538,469,35,51709,49215,1254,764,307,278,31,50985,47770,1798,912,220,257,10,52290,47527,2254,1115,425,736,45,52290,47527,2254,784,267,76,14,155,1213,51165,47785,1901,954,196,311,4,52005,48175,2204,998,265,274,0,27043,13464,12957,25082,11565,13517,28776,8936,18743,28216,10086,16360,27454,11511,15943,22574,8739,13519,22542,9659,12476,27974,10110,17184,33629,11212,21984,33057,12234,19899,32784,10544,20750,32816,11006,20762
123,123,68733,64390,1488,2187,501,276,32,65384,60795,2082,1997,506,419,71,65681,58600,2935,2591,620,881,68,65886,58772,2942,2636,626,882,68,64830,60327,2001,1989,429,356,86,65549,59095,3031,2778,491,454,25,54854,51756,980,1625,350,190,21,51895,48975,1183,1347,154,170,4,53439,48507,1887,1856,468,621,43,53439,48507,1887,1422,354,72,10,87,1100,52335,49335,1226,1420,137,186,8,52885,48910,1668,1867,239,178,8,30064,14594,14907,26774,12933,13841,29130,8962,19148,28826,10381,16140,28345,11872,16473,22470,9281,12860,22428,11090,10920,27698,10532,16398,32454,10893,21073,32047,12761,18190,31786,10591,19450,31898,10971,19562
124,124,67620,63718,1649,1580,547,266,64,66044,60806,2073,2331,692,315,44,65469,58431,3178,2287,763,803,57,64846,58304,3075,1914,765,803,58,66340,60239,2085,2568,586,341,92,66289,59150,3183,3035,668,708,82,55202,52215,1145,1305,412,195,53,54184,50122,1515,1868,433,183,4,53853,48632,2162,1802,581,567,35,53853,48632,2162,1480,415,62,5,103,994,54453,50269,1650,1899,418,166,35,53905,49207,2117,1911,377,227,20,30440,13441,16393,27435,10747,16688,30036,8465,20318,29632,9165,18622,29001,10219,18782,23770,8783,14551,23737,9758,13543,28828,9556,18483,33629,10396,22725,33169,10969,21040,32955,9372,21871,33052,9944,21748
125,125,62897,58022,1199,2139,1409,254,33,63743,56797,1681,3685,1692,181,70,64617,56275,2052,3153,2173,834,65,64693,56333,2056,3195,2185,835,67,63352,56006,1567,3969,1737,216,93,63692,55674,1780,3988,1793,329,154,48977,45918,711,1305,929,167,16,49384,45385,900,2187,828,65,0,51403,45701,1262,2106,1559,615,46,51403,45701,1262,1627,1330,37,9,123,1314,49315,45378,825,2282,699,114,0,49571,45342,819,2312,914,176,0,30879,11999,18424,29618,11099,18519,32764,10346,21095,32336,10467,21248,31746,10776,20970,28083,10901,16701,28015,12415,15034,32564,11881,19998,37603,13404,23699,37144,13951,22163,36739,11095,24039,36792,12362,23118
126,126,59453,40256,14637,4408,1002,490,136,62016,34584,21757,7433,1139,1358,312,63790,32290,25112,6645,1150,1587,207,63936,32323,25192,6689,1152,1590,207,62024,33735,22677,7474,1311,1163,191,65802,32883,27150,7793,1279,1175,162,44898,33383,8504,2650,712,309,80,43154,29039,10941,2585,446,108,0,48309,27677,16051,4392,860,1055,147,48309,27677,16051,2670,656,41,13,132,1069,43352,28626,11551,2622,404,92,0,45525,28287,13843,2925,397,84,0,24896,15447,9051,22453,13461,8992,24849,13176,10634,24163,12995,10182,23472,13813,9659,18723,11691,6696,18712,11890,6479,23248,13286,9366,26924,14774,11749,26463,15070,10493,26215,13768,11126,26340,14515,10726
127,127,57416,23420,27784,7541,894,759,185,57066,19231,31719,10403,723,3598,42,62239,18930,35901,9604,974,1884,185,62627,19015,36102,9633,985,1884,185,56338,18447,31381,10246,747,2258,58,58844,19595,33051,9759,577,1223,55,41016,19993,16767,4667,658,502,129,36888,16594,16281,3444,368,183,0,45539,16409,23714,6418,700,1242,135,45539,16409,23714,3777,490,59,11,165,914,37058,15786,16587,4081,350,161,0,39225,17020,17830,3859,302,130,0,18566,13510,4766,16441,11962,4479,17749,12024,5078,16810,11254,4994,16302,11475,4827,11929,8549,3176,11945,8654,3066,15732,10709,4646,18299,11873,6158,17944,11829,5443,17812,11195,5659,17857,11519,5576
128,128,61035,56160,1537,2004,1231,315,11,61929,54901,3509,2180,1282,175,0,62671,54113,3202,2732,1599,929,65,62731,54162,3206,2760,1603,930,65,62000,53009,4776,2691,1374,173,30,62809,54050,4670,2645,1269,307,27,46025,42999,878,1232,787,210,7,48258,44051,2284,1240,580,37,0,49552,43773,2033,1840,1092,674,41,49552,43773,2033,1376,895,57,1,125,1292,47236,42567,2409,1397,760,44,0,48725,44113,2454,1226,730,128,10,29742,14356,14931,28505,12375,16130,31293,11447,18451,30974,11332,18527,30372,12018,18354,25959,11962,13509,25956,12495,12998,31112,12908,17423,36800,15373,20929,36280,14918,20136,36041,13441,20877,36152,13973,20775
129,129,59434,34483,17580,7214,1600,653,141,60107,30313,22508,10557,1766,1948,18,63215,30489,24515,7770,1999,1760,183,63444,30536,24628,7794,2008,1762,183,60636,29778,23253,10082,1753,1660,2,64057,30834,24435,9241,2439,1135,20,43932,28331,10661,4565,1098,404,97,41022,25438,11105,3329,895,172,0,47862,25314,16454,5407,1486,1223,126,47862,25314,16454,3476,1234,41,5,198,1140,41868,25613,11910,3142,962,201,0,44681,26382,12946,3506,1560,161,0,25277,15697,9270,23518,13978,9540,25014,14194,9807,24368,13344,10247,23686,13712,9974,19427,12256,6850,19390,12609,6487,23707,14059,9112,27397,16022,10981,26980,15841,10370,26714,14590,10936,26828,15261,10606
130,130,64294,61356,1434,807,589,276,33,65667,61498,2309,1161,616,175,0,65119,59189,2950,1267,711,823,53,65179,59234,2957,1284,714,824,53,66130,61136,3081,966,869,173,0,65202,59210,3660,1111,775,169,62,50279,48584,816,411,334,197,17,52655,50050,1227,711,565,92,0,52613,48647,1893,773,494,615,37,52613,48647,1893,486,339,57,5,108,1078,53129,49956,1808,606,652,85,0,52403,48849,2148,696,533,118,4,29942,14402,14997,28315,11878,16437,31411,10428,19516,30963,10518,19227,30261,11785,18476,25456,11055,13924,25433,11440,13545,30952,11689,18473,36853,13384,22932,36316,13414,21689,36026,11856,22453,36156,12517,22249
131,131,58875,54780,1606,923,1446,247,47,63631,56960,2803,1857,1788,396,0,65173,56454,3233,2024,2382,780,74,65219,56496,3235,2047,2386,782,74,64660,57553,2829,1910,1998,414,8,65645,57975,3205,1448,2163,436,17,45401,42932,966,566,838,173,23,49342,45716,1541,1091,729,172,0,51169,45377,2064,1375,1500,542,48,51169,45377,2064,1065,1258,44,11,164,1186,50206,46495,1512,1076,967,161,0,50866,46800,1824,889,1089,216,0,29463,14268,14776,29433,12641,16792,32806,13176,18259,32655,12214,19496,31908,13429,18479,28282,13780,13993,28347,14549,13362,33517,14853,17919,39998,18060,21461,39444,17404,20867,39210,15825,21696,39308,16428,21555
132,132,57936,46101,5725,3063,3388,300,68,60999,42817,9446,4464,5229,385,35,63616,41182,11294,5905,5467,834,81,63677,41207,11315,5925,5467,834,81,60689,41132,9229,5407,5773,366,77,63441,41123,10867,5624,6291,443,40,46004,38296,3604,1923,2287,218,39,45782,35431,5408,2215,2510,167,4,50976,35084,7716,4289,3850,576,45,50976,35084,7716,3201,3569,30,16,261,1099,45820,34465,5511,2735,2758,222,25,47256,34882,6270,2852,3022,218,29,28271,15763,12031,27596,14627,12969,30100,16011,13072,30007,14827,14147,29226,16071,13155,25070,15156,9477,25079,15863,8798,29800,16834,12355,34730,19820,14528,34077,19186,13905,33880,17721,14763,33857,18333,14401
133,133,61877,48159,7962,4078,2070,404,91,63484,42994,13432,5842,2338,386,37,65332,42419,14001,7172,2475,1058,93,65425,42466,14027,7196,2477,1058,94,63939,43038,13825,5285,2329,393,43,65463,42510,15899,6409,2269,370,152,49245,40488,4924,2496,1454,282,61,48495,36170,8504,2708,958,128,0,52515,36615,9475,4699,1903,790,77,52515,36615,9475,3267,1603,37,18,182,1318,48980,36350,8859,2612,897,148,0,49670,35850,9753,2928,926,94,4,27496,16732,10256,25730,15130,10600,28240,14745,12311,28035,14458,12137,27323,16198,11125,22419,13804,8158,22451,14382,7574,27554,15645,11161,32655,18314,13924,32065,18199,12743,31881,16966,13306,31888,17425,13164
134,134,58589,32943,18731,7032,1556,619,96,59332,26701,24318,8936,2221,1124,192,62701,27003,27265,8825,1646,1194,121,62882,27045,27339,8849,1651,1194,121,60140,26537,26352,8268,2197,1303,185,62715,27273,26644,9944,1958,1386,195,44206,28020,11479,4353,1149,396,61,41592,22818,13403,3826,1172,102,0,47941,23407,18391,5926,1280,872,79,47941,23407,18391,3781,1085,61,3,209,1004,41711,22674,14310,3138,1223,81,0,43777,23768,14335,4169,1241,107,0,23299,14715,8166,21247,13498,7749,23576,14080,8627,23394,13548,8872,22874,14548,8326,17661,11448,5912,17662,11809,5513,22202,13608,8059,26014,15581,10089,25359,15225,9279,25244,14317,9645,25240,14655,9575
135,135,64766,42182,15714,5504,2586,489,97,65276,37796,18471,8186,3213,641,23,65664,37311,18445,7358,3161,1061,132,65793,37350,18502,7377,3164,1061,132,65213,37330,18219,8296,3358,883,19,66374,37301,18882,8595,3504,1227,90,51470,36355,10144,3390,2108,349,66,49948,33263,11353,3720,1375,249,0,53097,32984,12550,4883,2646,798,101,53097,32984,12550,3347,2311,37,20,579,1269,49667,33052,11022,3930,1252,303,4,50940,33153,11479,4300,1548,268,14,28763,18630,9752,26536,16734,9802,28695,17651,9956,27743,16526,10607,26743,17139,9604,22416,15016,6989,22585,15678,6520,27446,17560,9311,32424,20781,11287,31158,19738,10441,30952,18805,10906,31003,19067,10806
136,136,59851,43518,7755,7291,1700,576,88,60937,41361,9971,8142,2507,484,156,63524,40089,11708,9554,2328,1219,95,63648,40150,11723,9611,2330,1220,95,60492,40352,9881,8602,2678,408,10,63111,40143,11830,9232,2398,480,23,46382,35703,4961,4603,1248,381,59,45699,34712,5118,4497,1128,149,10,50429,34224,7789,6388,1701,885,55,50429,34224,7789,4989,1391,58,17,219,1742,45451,33860,5558,4725,1152,141,0,47456,34278,6842,5207,962,167,0,24583,15285,8840,22472,13752,8720,25309,13679,10560,24593,13308,10559,23723,13959,9764,19408,12003,7016,19469,12386,6739,24437,14042,9787,29564,16688,12461,28436,16115,11300,28222,15157,11660,28284,15507,11563
137,137,59059,50316,3545,2730,2505,228,77,60425,49193,5099,3499,2910,226,102,65812,50189,6628,4389,4046,715,73,65856,50220,6633,4402,4053,715,73,61312,48834,5974,3946,2931,215,138,66046,51903,7242,3552,3373,114,108,45842,40130,2263,1780,1631,157,56,46972,39870,3200,2050,1625,141,85,53203,42094,4547,3100,2923,526,54,53203,42094,4547,2430,2651,42,9,199,1231,47495,39474,3764,2262,1797,130,115,51498,42709,4338,1987,2254,48,90,28997,15043,13536,28030,13706,14324,31637,14142,16381,30986,13521,16791,30095,14458,15637,26398,14163,11845,26506,15013,11121,32071,15896,15602,39222,19497,19291,38246,19021,18261,37972,17534,18996,38061,18184,18671
138,138,64886,59131,2520,1930,1169,320,44,66525,59227,3615,2545,1285,178,42,66147,55863,4267,2952,1910,1003,52,66215,55922,4272,2970,1919,1003,52,66757,59489,4136,2073,1155,202,72,66770,57749,4175,2697,1681,410,16,49966,46347,1573,1162,746,229,25,52357,47796,2255,1547,640,113,0,53204,46148,2792,2019,1354,697,32,53204,46148,2792,1556,1119,50,9,135,1395,52461,48398,2245,1126,551,112,0,52412,47404,2476,1470,782,224,0,29966,14435,15024,28887,12852,16035,32363,11576,19579,31645,11507,19312,30537,12328,18209,26005,11711,13876,26087,12583,13083,32129,13026,18454,39296,15620,23223,38025,15328,21601,37748,13842,22323,37873,14548,22016
139,139,63149,57658,3050,1549,607,508,31,61504,55868,3233,1344,857,456,70,63223,54440,4521,1787,1141,1266,50,63297,54508,4522,1816,1147,1266,50,61546,55286,3415,1230,1096,545,50,63541,55517,4259,1628,1271,558,33,49799,46089,2015,1049,400,365,25,50010,46220,2165,793,435,263,10,52073,45901,3047,1200,803,930,34,52073,45901,3047,828,550,94,6,155,1492,50215,46015,2394,690,596,331,10,52015,47045,2884,904,711,308,8,28455,12289,15648,26995,10906,16089,30420,9458,20034,29990,9740,18554,29502,10308,19194,24911,9579,14980,24866,10141,14347,30471,10835,18986,37204,13263,23568,36623,13139,22420,36369,11935,22945,36450,12109,23141
140,140,59752,50254,2920,4299,2226,382,50,59101,47653,3806,5683,2155,178,39,61734,46875,4751,6051,2976,1059,73,61806,46933,4753,6107,2986,1059,74,59971,49243,3709,4870,2165,198,43,62798,51421,4320,4415,2199,486,84,46153,39820,1844,2790,1587,260,35,44195,37800,1954,3280,1025,115,0,48238,38039,3032,4125,2144,765,50,48238,38039,3032,3517,1836,61,10,175,1568,44765,38770,2044,2780,1124,91,4,47775,41140,2478,2618,1258,234,4,29625,18477,10705,27386,17059,10327,29482,15615,12675,28842,15437,12766,28293,16731,11562,23926,15000,8458,23949,15545,8042,28668,16341,11689,33324,18210,14743,32828,18246,13513,32561,16775,14317,32632,17655,13799
141,141,64308,49377,5418,7483,1977,548,79,63280,46689,7518,7576,2016,444,0,64152,44615,7659,8605,2511,1220,65,64322,44721,7668,8737,2543,1222,67,63133,45560,7127,7746,2620,830,75,64095,44015,7898,8777,3070,704,16,49827,39938,3478,4745,1537,389,59,47395,37780,3860,4394,1162,170,0,50777,37274,4998,5737,1940,914,39,50777,37274,4998,4932,1628,73,13,196,1663,47490,37205,3735,4299,1632,453,75,48345,36290,4620,4933,1922,372,15,29445,19569,9402,26813,17773,9040,29209,15895,12154,28351,15805,11870,27673,17389,10284,22401,14590,7342,22462,14917,7148,27794,16227,10898,32531,17906,14216,31939,18218,12613,31578,16767,13268,31676,17686,12800
142,142,62897,55960,1794,2326,2735,293,32,63317,54705,2285,2806,3576,255,121,65184,54129,2835,3123,4168,688,50,65233,54170,2838,3150,4176,688,50,61519,52709,2525,2787,3151,296,105,63125,52083,2351,3540,3687,419,101,49785,44968,1194,1520,1989,197,25,48689,43779,1597,1601,1562,85,0,52596,44799,1883,2201,2981,502,41,52596,44799,1883,1814,2602,56,10,149,1283,48265,42941,1735,1924,1377,115,0,49449,43547,1354,2428,1754,137,0,34887,18610,15882,32555,16730,15825,35296,17116,16970,34763,16333,17891,34154,17492,16662,30109,17050,12605,30102,17794,11925,34866,18050,16192,39895,20115,19346,39317,19882,18487,38972,17952,19730,39062,19092,18909
143,143,60492,55730,1993,1098,1461,312,40,63055,56970,2562,1114,2266,295,93,65689,56916,3267,1668,2606,801,62,65742,56966,3269,1694,2620,801,62,63492,56363,3463,1495,1884,377,107,65750,58655,2762,1576,2015,302,136,45150,42185,1231,616,936,220,22,47225,44240,972,503,1333,102,0,51328,45631,2032,998,1714,532,40,51328,45631,2032,746,1494,48,13,182,1182,48648,44675,1740,704,1234,196,0,51721,47408,1728,976,1271,180,0,32560,15784,16354,31863,13898,17965,35456,15097,18676,35182,14195,20275,34701,15238,19463,31241,15685,14961,31217,16494,14203,36114,16798,18481,42159,20206,21411,41783,19236,21346,41600,17459,22574,41638,18291,21958
144,144,61548,53287,3613,2013,2596,276,84,62124,51817,4055,2120,4144,170,66,65168,52192,4966,2374,4740,717,81,65208,52219,4970,2397,4754,717,81,62711,50828,3868,2409,4257,201,60,65340,54088,3360,2723,4338,310,76,47138,41766,2307,1252,1764,178,57,47425,42110,1689,1398,2052,120,4,52141,43297,3219,1582,3325,520,64,52141,43297,3219,1243,3007,32,11,146,1186,48885,43205,1845,1579,2077,164,4,51215,45370,1754,1742,2088,257,10,32263,16585,15325,31235,15076,16159,33959,16016,16729,33513,14956,18032,33173,16574,16599,29492,16471,12566,29493,17254,11851,34318,17603,16103,40068,20491,19166,39668,20418,18338,39391,18075,19976,39461,19233,19168
145,145,61393,57044,1776,1093,1250,368,36,61057,55696,1836,1716,1439,481,17,63082,55600,2826,1726,1681,854,94,63152,55669,2827,1741,1695,854,108,60840,54442,2337,2016,1410,216,16,62578,55550,2807,2516,1366,235,48,47424,44660,1110,646,803,255,29,47485,44725,922,771,871,193,0,50522,45474,1842,1101,1175,602,68,50522,45474,1842,782,927,52,31,150,1264,47767,44560,1376,799,843,205,0,49584,45802,1739,1049,741,217,4,30681,15024,15168,28919,12745,16174,32253,12493,18395,31893,12193,19072,31474,13178,18296,27405,12868,13947,27407,13550,13342,32114,13742,17627,37190,15914,20772,36797,15455,20188,36595,14064,21005,36648,14675,20713
146,146,61136,49143,2756,8068,1340,368,68,62432,47655,2621,10126,1945,227,86,64846,47149,4368,10255,2447,1078,104,65008,47215,4377,10367,2466,1078,104,62525,48021,2853,9492,2436,496,140,64833,48557,4125,9597,2989,675,106,45926,38519,1674,4846,888,254,37,46450,37950,1702,5855,718,132,15,49830,38371,2714,6471,1622,763,77,49830,38371,2714,5365,1352,37,15,170,1806,46989,38534,1823,5529,761,188,25,48755,39530,2462,5523,874,210,25,27681,16502,10824,26439,14588,11851,28333,14251,12830,27964,13817,13629,27768,14108,13660,23249,13809,9009,23333,14281,8653,28425,15612,12151,34079,18902,14706,33638,18604,13915,33463,16949,14638,33526,17669,14502
