ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,69764,50820,5063,13021,1069,681,79,66681,46215,5807,12605,2443,770,64,64863,42448,5581,13453,2534,1184,65,65227,42592,5597,13741,2544,1187,65,65701,44693,5427,13334,2419,839,86,64895,42946,5571,14616,2497,1090,153,52690,41501,2782,7532,767,460,53,49378,38498,3088,6500,767,478,14,50411,35980,3424,8289,1770,870,46,50411,35980,3424,7063,1482,79,21,265,2097,48853,37589,2828,7046,726,535,18,48634,36368,3152,7761,723,513,7,27707,19530,7799,23239,16582,6657,24473,14842,8506,24254,14522,8730,23536,15568,7968,19185,13693,5115,19357,13966,5076,23030,14938,7427,26027,16400,9200,25348,16299,7931,24996,14755,8537,25141,15379,8200
2,2,67888,56652,2373,7599,1270,343,90,66509,54457,2918,7631,1502,267,87,65465,50480,3350,8235,2317,930,82,65669,50569,3361,8352,2337,933,82,66699,54643,3215,6944,1806,243,104,65428,53092,3234,6638,1958,496,42,53070,46102,1335,4636,871,250,67,50872,43902,1546,4674,516,100,29,52020,42093,2056,5327,1585,682,56,52020,42093,2056,4622,1363,66,15,149,1656,51157,44141,1716,4314,788,116,41,50876,43547,1936,4127,945,229,18,30999,19819,10740,28377,18178,10199,30239,15601,13415,29968,15288,13524,28953,16354,12599,24749,15604,8738,24940,16030,8552,29161,16453,12011,33250,17845,14953,32374,18312,12977,31970,15951,14179,32107,17045,13467
3,3,63617,59852,1121,1249,1265,257,33,63404,58354,987,2398,1626,381,144,65211,57407,1767,2103,2669,849,43,65250,57434,1769,2137,2674,850,43,63048,57847,1082,2597,1567,379,107,64933,58419,1447,2891,2211,515,8,49588,47198,660,708,897,158,17,48845,46190,587,1311,490,235,4,52188,47032,1106,1261,1866,581,17,52188,47032,1106,968,1636,51,4,121,1270,48760,46125,552,1447,526,154,10,50705,47570,815,1308,859,156,10,34526,18516,15629,33321,17388,15933,34541,15666,17433,34337,14896,18294,33166,15835,17331,29463,16676,12407,29695,17514,11794,34177,17430,15998,39073,19734,18877,38262,20004,17124,37736,17069,18828,37883,18281,18157
4,4,67630,65348,657,935,346,362,45,65688,61862,1549,1807,586,380,66,64186,59414,1072,1190,420,1297,47,64282,59505,1074,1214,433,1304,47,65134,60683,1993,1731,434,300,35,64198,59591,2178,1277,504,327,21,52015,50556,389,607,216,253,30,51310,49645,658,730,152,111,14,50576,47347,661,719,281,934,20,50576,47347,661,432,173,91,5,120,1747,50885,49035,961,675,135,133,0,50505,48515,1134,452,217,169,4,30577,15753,14273,28320,13967,14353,30409,10653,18226,30171,10760,18018,29310,11643,17667,24314,11498,12407,24521,11797,12320,29324,11721,16800,34106,12658,20928,33331,13145,18959,33053,11098,20073,33160,12091,19450
5,5,61401,55537,2908,1934,1007,256,45,63862,56014,4248,1851,1465,555,171,64948,55244,4869,2658,1482,784,93,65035,55304,4881,2669,1484,785,93,63583,56203,4101,1634,1247,447,172,64730,56496,3982,2201,1009,510,82,47766,43906,1826,1285,690,170,30,49755,44886,2539,1067,865,211,15,51358,44730,3122,1802,1046,592,83,51358,44730,3122,1355,855,63,15,142,1076,49856,45246,2523,930,810,213,0,50925,46023,2442,1428,689,270,0,29374,12861,16020,27973,10896,17077,30682,9805,19552,30350,9961,19130,29571,10978,18593,25196,10523,14233,25168,11045,13706,30121,11149,18268,35241,12751,22053,34748,12844,20872,34445,11241,21632,34626,12315,21134
6,6,68882,64791,809,2503,456,390,27,65905,60823,1021,3064,662,524,42,65144,59017,1096,2894,477,1035,53,64059,58544,1035,2405,482,1032,53,65340,60386,997,3034,702,485,44,64568,59395,1011,2969,607,503,63,54376,51408,540,1844,316,287,23,52751,49177,624,2199,386,317,23,52727,48240,742,2155,341,779,31,52727,48240,742,1879,240,69,11,97,1449,52546,49069,594,2199,380,280,23,52083,48787,593,2079,311,275,4,29848,13683,15507,27312,11498,15814,29240,9136,18910,28985,9128,18516,28363,10409,17954,23343,9614,13315,23681,9937,13296,28169,9884,17600,32671,10750,21498,32185,11070,20079,32000,9598,20834,32021,10183,20566
7,7,69392,61180,771,6561,630,398,61,66242,57794,1073,6350,798,296,80,65758,55384,1068,7005,720,1077,80,65917,55480,1068,7142,730,1080,80,65835,57133,1165,6612,794,306,89,65928,56645,1162,6629,657,653,64,54272,48997,462,4172,437,287,42,52785,47470,600,4053,401,189,0,52754,45806,637,4572,508,792,64,52754,45806,637,3976,366,64,10,140,1755,52830,47420,632,4095,400,211,0,53285,47790,657,4135,329,393,0,33119,18928,13554,31118,17529,13589,31525,13642,16768,31125,14002,16082,30527,15139,15388,24372,12652,11352,24379,12607,11403,29824,13827,15392,34523,14952,19174,33868,15255,17703,33611,13824,18290,33684,14389,18190
8,8,64721,63105,507,470,427,254,26,63032,61138,449,614,605,456,51,64985,60870,877,727,562,968,30,65051,60932,877,758,575,968,30,62754,60769,587,531,548,296,55,64107,61701,764,612,495,210,48,50824,49832,320,244,263,178,22,50975,49800,337,336,240,253,4,52663,49922,547,382,378,678,21,52663,49922,547,214,250,35,8,78,1609,50885,49835,272,296,233,189,10,52145,50745,498,427,285,182,0,32606,11598,20498,31330,10324,21006,34194,9041,23796,33896,9692,22086,33548,10916,22632,28027,10098,17409,28121,10752,16874,33686,10677,22161,39696,11432,27800,39203,13169,25039,38831,10426,26708,38863,10931,26587
9,9,66749,61200,704,4243,411,317,23,63759,57562,1097,4456,447,462,0,63475,55010,1365,4977,487,1067,39,63610,55089,1367,5097,487,1067,39,63535,56982,1178,4632,411,394,0,63767,56705,1232,4820,448,491,11,52615,49341,388,2452,274,221,17,50640,47020,655,2471,252,213,0,50705,45281,851,3041,329,762,32,50705,45281,851,2399,208,47,0,126,1793,50210,46495,710,2575,263,208,0,50215,46410,660,2665,217,232,0,30914,14887,15524,27826,13165,14661,29313,10634,17774,28967,11528,15861,28609,12949,15660,23101,10707,12082,23152,11227,11568,28226,11739,15897,33067,12138,20594,32461,14143,17489,32179,11774,18940,32303,12713,18587
10,10,53453,11438,1523,37570,3173,643,82,60226,12745,2222,40582,4644,842,270,61183,15624,2834,37062,5906,832,98,61532,15630,2841,37253,5906,832,98,59600,11943,2256,40220,5364,841,204,60341,12664,2059,39326,6220,991,114,42395,11050,1146,27374,2913,484,60,43752,11673,1612,28033,1986,506,20,50821,14914,2303,28244,5417,650,79,50821,14914,2303,26681,4966,100,30,232,1595,43663,10921,1550,28247,2193,433,19,45073,11859,1425,27886,2906,563,3,27556,26015,1396,27319,25865,1454,26335,24514,1270,25515,23469,1772,25116,23455,1661,21220,20089,869,21224,20132,861,24378,22761,1285,26734,25059,1528,25657,23311,1585,25466,23081,1647,25492,23022,1728
11,11,65885,63380,727,1146,370,290,46,63799,60712,817,1630,429,240,0,64741,60135,1076,1428,527,1108,57,64833,60214,1078,1480,536,1109,57,63623,60041,977,1757,523,286,10,64658,60499,1261,1459,658,386,47,51545,50081,420,588,273,195,27,50913,49178,404,891,281,163,0,52255,49216,688,841,348,758,42,52255,49216,688,579,231,53,14,92,1382,51285,49230,539,990,330,179,0,52430,50125,677,951,414,217,4,30877,11663,18674,29505,10128,19377,31609,9021,21233,31428,9567,19779,31032,10939,20093,25238,9809,14865,25334,10375,14414,30709,10368,19452,36049,11095,24450,35564,12555,22000,35173,10205,23335,35194,10509,23373
12,12,55473,52342,772,805,1442,149,35,60330,55791,1481,911,2187,91,193,64692,57785,1686,1468,2505,628,53,64712,57801,1687,1489,2505,628,53,61382,56918,1319,869,2312,114,136,65212,59658,1364,1277,2694,129,104,41033,39073,483,489,908,95,21,44650,42505,769,420,812,55,14,50194,45689,1039,900,1731,436,35,50194,45689,1039,665,1466,26,13,160,1136,45675,43435,802,405,905,72,0,49135,46555,860,632,993,72,0,29039,9871,18869,29609,9212,20397,33028,11143,20596,32991,10233,21492,32585,10938,21647,28188,12028,15673,28244,12767,14973,33808,13107,19925,40588,16023,24065,40113,16412,22747,39614,13690,24460,39702,13902,24558
13,13,60616,48701,6991,4192,807,373,50,63675,50002,9149,3747,1018,307,55,63987,48528,9523,3492,1362,1146,53,64075,48583,9537,3545,1368,1146,53,63933,49154,10157,3587,1235,244,47,64123,48851,9401,4114,2089,571,8,43587,35478,4319,3351,450,263,42,43800,37840,2610,2717,409,199,0,48368,37797,6062,2742,897,816,38,48368,37797,6062,2312,706,41,2,225,1223,43940,37400,3360,2531,448,146,0,44940,37840,3609,2366,723,295,0,26895,13296,13313,29792,13275,16517,29678,13032,15379,29752,12143,16325,29345,13057,16288,25372,12989,11905,25374,13488,11491,29664,13942,15023,34358,16587,17380,34006,15388,17661,33881,14357,18150,33822,14781,17931
14,14,67663,62474,644,3888,410,365,43,65879,60504,629,4313,445,256,36,66752,58546,1231,4583,551,1300,70,66854,58597,1233,4656,560,1301,70,65462,59598,773,4407,519,285,30,66305,60080,811,4102,704,423,21,54047,50757,385,2443,260,253,19,53050,49680,427,2567,161,115,30,54166,48652,788,2968,384,944,53,54166,48652,788,2420,247,57,14,173,1815,52870,49285,515,2639,216,142,25,53375,49815,604,2302,388,225,0,32728,14572,17621,29774,12744,17030,32659,11557,19925,32659,12327,18332,32255,13951,18304,26525,12526,13498,26578,13167,12964,31935,13211,17897,37057,13777,22814,36815,15905,19870,36661,12971,21884,36681,13775,21588
15,15,68865,65791,740,1695,308,365,40,67876,64736,836,1490,542,242,70,66214,60809,1134,1835,508,1107,67,66277,60863,1134,1855,510,1114,67,67238,63884,763,1765,576,287,61,66727,62643,739,1861,427,331,66,54476,52520,461,1055,199,248,21,54407,52329,515,1097,233,198,24,53765,50013,764,1173,335,822,46,53765,50013,764,866,218,60,12,106,1726,53542,51349,506,1207,248,250,8,52924,50781,482,1197,185,271,8,33132,14405,18216,32263,13383,18880,33572,10862,21502,33405,11813,19470,32955,13682,19273,27027,12110,14422,27098,12592,13959,32725,12488,19403,38175,12685,25049,37831,14796,21979,37566,11989,23773,37616,12824,23422
16,16,65191,55950,889,7736,466,323,47,62814,52824,1448,7605,650,596,185,64865,51887,1716,8857,795,1255,51,64976,51933,1716,8976,798,1257,52,62617,52426,1539,7546,671,555,128,64579,52956,1972,8404,619,446,110,51864,45853,550,5044,291,242,31,50173,43721,917,4848,327,326,64,52307,43444,1172,5915,535,898,35,52307,43444,1172,5222,397,64,7,155,1846,50418,43961,1012,4850,316,327,20,52096,44899,1244,5459,261,319,0,32807,18022,14248,30867,16907,13960,31364,14453,15881,31180,15082,14167,30764,16891,13873,25045,14609,9945,25159,15226,9525,30348,15804,13748,35195,16711,17978,34918,18777,15079,34688,16166,16761,34699,16864,16424
17,17,69378,66090,639,1822,559,311,26,67993,64332,804,1939,639,466,14,66834,61706,857,1700,765,1121,46,65933,61206,810,1359,770,1121,46,67336,63505,742,1985,680,482,14,67397,62812,847,1978,790,416,32,55464,53144,459,1269,396,225,17,55490,52980,443,1412,319,359,4,54838,50924,632,1333,604,820,42,54838,50924,632,1085,456,53,5,127,1556,54805,52285,465,1384,310,385,4,55405,52750,594,1202,495,244,14,30445,11434,18372,27466,9811,17655,30464,7845,21233,30284,8175,20366,29797,9078,20719,23813,8176,15159,23822,8398,14935,28907,8387,19743,33412,8913,24016,33049,9335,22730,32849,7813,23500,32913,8203,23469
18,18,61430,44499,5101,5061,6741,642,81,61360,40376,6283,6307,8685,266,249,63689,40459,6707,6306,9509,925,82,63773,40514,6715,6335,9514,925,84,61491,40437,6049,6390,8863,446,212,63522,39487,7751,6792,9616,860,170,48810,36669,3464,3440,5144,452,57,45230,34000,2624,3690,4724,93,0,51469,34361,4540,4509,7433,692,56,51469,34361,4540,3851,7064,57,14,249,1333,45675,34320,2533,3539,5059,109,0,46675,33845,3120,3668,5684,214,0,27662,16187,11123,25926,15174,10752,28558,15052,12629,27837,14367,12993,27355,15322,12033,23168,13826,8996,23226,14364,8577,28003,15343,12172,32982,17188,15480,32444,17259,14383,32213,15777,15342,32316,16571,14872
19,19,62799,30009,1364,30405,1065,627,62,62451,31007,1903,26981,2606,1144,72,61108,27860,2317,27954,2330,1099,90,61450,27909,2319,28231,2330,1100,90,62431,29920,2163,27280,2826,1115,84,62977,29425,2525,27770,2764,1222,88,51150,27471,1101,21661,886,454,45,50292,28025,1147,19582,971,582,0,50588,25845,1827,20291,2079,806,69,50588,25845,1827,18886,1796,118,18,311,1787,50219,26949,1525,20199,1082,647,0,50482,26859,1572,20278,1239,610,15,28495,23328,4818,26708,22575,4133,27442,22137,4473,27251,21563,4692,26820,22258,4562,20384,17567,2477,20356,17654,2405,24879,20544,3763,27466,22444,4741,27015,21837,4034,26781,21033,4464,26674,20997,4456
20,20,59520,53036,768,4338,1224,309,34,58266,49945,1117,5439,1536,223,8,61646,50877,1460,5768,2376,909,72,61715,50912,1461,5855,2376,909,72,58271,49641,1048,5766,1633,221,6,61009,51870,1198,5614,1912,252,11,48718,44259,534,2944,850,203,22,47133,42348,615,3430,561,130,0,50958,43105,1049,4124,1743,664,44,50958,43105,1049,3530,1472,49,9,168,1576,47243,42097,684,3750,583,142,4,48914,43791,645,3849,508,158,8,32745,16823,15585,30788,16024,14764,32496,16896,14097,32482,16702,14090,31900,17827,14073,27940,17862,9463,27937,18376,9063,32413,18899,12524,37094,21239,15276,36714,22255,13128,36256,19591,14883,36227,19982,14612
21,21,62489,55699,849,4674,1066,342,33,61536,55572,875,3460,1372,308,153,62006,54125,1509,3518,1724,754,49,62076,54168,1509,3588,1730,754,50,61666,54721,1182,4063,1423,304,215,61590,54040,1311,3803,1694,452,151,51195,46647,575,3031,775,233,21,51729,47737,556,2420,783,140,35,53158,47187,1115,2638,1405,530,35,53158,47187,1115,2161,1083,49,9,172,1382,52063,47525,757,2695,780,137,85,52139,47462,861,2513,975,242,34,33537,18189,14873,31801,18139,13662,34396,19284,13641,34228,19022,13429,33556,20428,13128,30025,20419,8959,30008,20865,8637,34429,21431,12002,39450,24003,14950,39008,25083,12411,38524,22170,14412,38481,22701,13945
22,22,58790,21514,28968,9610,1293,1081,202,60932,18477,34845,10774,815,917,217,62146,17315,35960,11054,1154,1428,150,62468,17363,36126,11100,1159,1428,150,60087,16556,35309,11073,999,1182,135,61492,15620,37625,11271,905,1098,433,41647,18326,17974,5733,907,655,132,37905,14986,17928,4402,515,104,0,45620,14998,24334,7332,878,992,119,45620,14998,24334,4436,655,61,9,185,942,37213,13491,18388,4737,497,96,0,38644,13423,20262,4498,327,136,0,17833,13533,3986,15902,12241,3661,17526,12335,4706,17162,11905,4558,16846,12583,4263,11491,8492,2801,11541,8709,2618,15617,10948,4334,18564,12315,6067,17858,11974,5153,17803,11432,5327,17768,11624,5333
23,23,61880,47862,1936,3194,8652,324,47,60312,45259,1960,3783,9288,347,7,61567,44537,2539,3640,9914,455,67,61580,44546,2539,3649,9914,455,67,58800,44269,1892,3683,8775,375,0,59981,43714,2628,4582,8612,385,12,54992,42528,1616,2782,7839,265,46,46778,38768,1319,2922,3447,176,0,54574,39789,2052,3125,8832,332,47,54574,39789,2052,2413,8163,41,9,362,1745,45621,38371,1328,2568,3187,177,0,46874,38091,1791,2943,3804,157,0,33849,25706,7769,30887,23212,7675,33227,26378,5677,33037,24757,7415,32123,25169,6954,27419,23133,3720,27267,23253,3528,30918,25078,5087,32771,27079,5376,32001,25964,4799,31515,24485,5657,31430,24433,5438
24,24,61849,25157,1313,32263,3215,669,97,60790,27658,2127,26696,4175,537,174,61206,27214,2224,25740,5387,820,75,61444,27226,2225,25925,5388,820,75,61097,28619,2437,25541,4513,551,145,62549,28739,2457,26156,5129,708,77,51072,23176,1042,24073,2793,498,63,47664,24547,1157,19979,1461,220,10,52319,25131,1765,20020,4817,654,53,52319,25131,1765,18869,4360,130,15,341,1708,48474,25579,1323,19357,1697,205,4,48797,25799,1367,18920,2240,236,8,35148,30995,3860,32310,28718,3592,33359,29269,3117,33136,28340,3869,32461,28593,3868,27118,24732,1905,27062,24829,1850,31055,27581,2785,33399,29868,3279,32828,28511,2909,32538,27707,3328,32362,27489,3282
25,25,66056,54713,869,8085,2289,431,71,63781,50352,1592,9526,2309,773,1,64763,47195,1531,12146,2858,966,64,64844,47224,1532,12272,2867,968,64,63147,48410,1494,10554,2665,547,1,63768,47942,1294,11396,2515,721,1,52934,45412,558,5202,1659,288,46,50690,42622,710,5864,1020,395,0,52845,40574,1059,8228,2156,708,50,52845,40574,1059,7309,1921,59,13,225,1685,50275,41382,568,6473,1518,315,0,51342,41707,594,7269,1479,485,0,33885,17288,16214,31590,16449,15141,33157,16425,15730,32893,16388,14900,32304,17814,14490,26161,15741,10004,26184,16323,9518,31704,17565,13405,36390,19593,16364,35855,20903,13933,35377,18427,15447,35331,18725,15333
26,26,58474,51790,2072,2967,1453,315,54,59826,52508,2206,3362,1864,208,85,64097,52914,3984,3447,2160,972,109,64162,52956,3988,3525,2163,983,115,59895,52548,2186,3313,1954,446,83,63920,54786,3112,3347,2327,452,54,45194,40797,1339,1882,981,215,44,45396,41341,1053,1731,1013,174,29,50609,43025,2669,2246,1476,675,65,50609,43025,2669,1709,1208,59,21,254,1664,46085,42005,1040,1682,879,422,10,49385,44660,1648,1831,942,258,25,29368,15827,13148,28211,14138,14073,31497,15545,14441,31625,14371,15776,31289,15051,16238,28205,16260,11242,28251,16891,10797,32497,17399,14154,38085,21266,16276,37717,20015,16349,37590,18605,17127,37547,19237,16786
27,27,60579,50820,815,5911,2881,331,42,59624,48299,923,6226,3945,310,6,61790,46801,1635,7191,5142,843,78,61874,46842,1636,7279,5146,843,78,59175,47823,1040,5985,4223,200,3,60758,47173,1159,6774,4858,351,42,50030,43415,561,3781,2148,204,24,46867,41416,653,3566,984,174,0,51478,41035,1140,4858,3702,627,47,51478,41035,1140,4173,3304,46,13,166,1601,46646,41344,795,3546,855,118,0,47574,41387,760,4208,1006,154,0,30907,17607,12901,29138,16871,12267,31088,17568,12287,30981,17061,12362,30406,18438,11968,26009,17464,8066,26006,17841,7786,30461,18772,10884,34747,20908,13377,34323,21802,11382,33854,19400,12803,33826,19929,12497
28,28,55265,52095,694,599,1678,184,21,59687,55386,904,909,2612,26,8,63136,55394,1404,986,4196,554,26,63153,55409,1405,987,4199,554,26,60636,56296,689,841,2731,11,16,63623,57769,1097,739,3339,94,64,40704,38771,417,376,1006,121,17,44032,42116,499,490,922,18,0,48252,43397,894,576,2615,375,15,48252,43397,894,425,2388,25,9,117,997,45192,43343,349,396,1108,12,0,47545,45252,526,468,1141,68,0,29565,10994,18359,30117,10607,19510,32865,12953,18658,32963,11870,19865,32401,12736,19665,28947,14097,14393,28885,14751,13745,33769,15036,18000,39761,18005,21324,39367,18483,19985,38962,15534,22076,38920,15895,21860
29,29,64401,59382,1716,1192,1941,238,69,64173,58150,1891,892,3042,257,0,65532,57248,2614,1453,3211,492,53,65554,57270,2614,1459,3212,492,53,64200,56735,2121,1938,3358,199,0,65492,57412,2110,1929,3709,142,6,49772,46402,1160,876,1196,166,49,50385,46765,1351,586,1476,192,0,53144,47312,1795,1089,2155,374,33,53144,47312,1795,842,1824,28,6,186,1151,49740,45630,1367,1005,1584,127,0,51010,46270,1394,1195,2011,108,4,38276,20204,17723,37127,17968,19159,39438,20624,17302,39171,18885,19701,38705,19711,18994,35557,20832,14189,35503,21602,13416,39989,22178,17081,45412,26357,18629,44942,24738,19138,44709,22827,20500,44776,23698,19864
30,30,57534,52095,699,1158,3417,165,44,60459,52157,1206,2025,4905,183,94,63472,53765,1341,1623,5641,528,83,63488,53779,1342,1629,5645,528,83,60135,51885,1121,2254,4788,175,96,62109,52888,1744,1959,5302,153,101,44052,40581,433,775,2158,109,33,44748,41049,617,1159,1762,142,0,49555,43012,839,1162,3755,382,55,49555,43012,839,916,3472,41,23,119,1133,44583,40782,501,1395,1784,112,0,46040,41818,851,1267,2034,58,0,33101,13942,18888,32827,13347,19480,34993,15935,17592,35148,14514,19402,34575,15230,19345,31470,17328,13616,31412,17890,13029,35664,18080,16746,40770,21311,18959,40431,21547,17860,40041,18563,20008,39972,18949,19695
31,31,64730,57425,1437,1385,4344,216,40,65126,55529,2016,2250,4796,520,38,66805,55549,2244,1557,6402,545,50,66821,55561,2244,1565,6402,545,50,65299,55191,2157,1745,5839,263,26,66579,55560,2658,1436,6271,156,32,48512,43667,933,946,2872,143,28,49490,43670,1139,1470,2773,298,0,53080,45141,1489,1116,4542,377,31,53080,45141,1489,849,4137,14,5,171,1274,49285,43140,1127,1155,3697,162,0,50390,44055,1559,979,3693,69,0,39799,20775,18677,38774,18680,20094,41548,22426,17646,41246,20111,20556,40769,21441,19328,37154,22211,14473,37110,22984,13702,41961,23694,17590,47762,27973,19393,47310,26446,19865,46982,24180,21431,47073,25340,20558
32,32,64377,46428,869,16349,676,448,25,64506,43563,907,19163,450,895,108,64085,41484,1430,19438,915,925,63,64205,41504,1430,19545,915,925,63,64455,43916,996,18465,406,644,163,64663,44088,725,18457,689,804,81,51375,38763,551,11496,487,330,21,51947,37271,613,13537,171,548,85,52262,35641,913,14350,650,701,38,52262,35641,913,13342,479,41,7,224,1615,50696,36783,544,12842,184,335,95,51093,37008,400,13029,320,309,45,35052,20598,14166,33143,20124,13019,34604,20502,13046,34338,20098,12685,33811,21231,12580,28365,19398,8542,28335,19835,8171,33464,21346,11356,38001,23728,13857,37539,24516,11889,37007,22217,13219,36936,22468,13121
33,33,61713,57201,750,1775,1793,262,22,61327,55025,1016,2468,2538,337,20,61793,53561,1327,3041,2582,839,54,61859,53613,1327,3072,2586,840,54,61006,54559,1043,2221,2529,407,12,61459,54612,1134,2277,2924,365,20,48939,46029,509,1042,1204,196,21,48002,44627,605,1526,1027,148,0,49734,44156,857,1894,1830,611,42,49734,44156,857,1439,1602,30,4,170,1476,47965,44850,599,1240,1047,170,0,48165,44805,695,1302,1168,164,0,31870,15902,15568,29390,14134,15256,31665,15276,15218,31575,14783,15204,30955,16114,14841,26918,15727,10669,26909,16158,10326,31382,16697,13923,36286,18643,17184,35846,19785,14975,35386,17086,16655,35352,17557,16430
34,34,64518,35346,1155,26923,1173,695,49,62392,34491,1223,25563,1160,1064,69,61330,31746,1822,25587,1710,1097,91,61582,31772,1823,25788,1710,1097,91,61531,33992,1417,24754,1185,1168,36,60745,32914,1563,24360,1563,1082,97,51883,30970,711,19287,880,503,35,50367,30301,812,18401,546,579,0,50504,28254,1266,19166,1322,804,64,50504,28254,1266,17795,958,54,14,287,1876,49591,29796,913,17944,608,567,0,49104,29537,1027,17487,755,483,0,37969,28660,8919,35939,27975,7964,35638,27794,6772,35514,27095,7190,35030,27875,7155,29651,24707,4481,29624,25086,4185,33858,27268,5875,36909,29707,6887,36448,29204,5946,36077,27881,6606,35951,27813,6554
35,35,69264,49384,1106,18187,548,584,72,67626,46523,1257,19293,768,576,34,64477,41210,1781,19942,626,1223,68,64711,41267,1782,20108,626,1224,68,67204,45093,1292,20123,705,610,35,64490,42649,1937,19204,542,1100,57,54737,41966,683,11552,413,409,51,53209,39409,851,12395,325,244,0,51758,35946,1146,13399,449,878,50,51758,35946,1146,12225,279,90,13,280,1779,52013,38143,765,12632,279,259,0,50682,36589,912,12564,190,622,0,33775,21186,12091,30261,19559,10702,30655,17662,12195,30055,18015,10241,29409,19356,10053,22622,15109,7126,22673,15557,6823,28170,17529,10013,32338,18594,13385,31671,20210,10446,31130,18076,11496,31049,18542,11329
36,36,61199,52480,1307,6392,897,424,25,61391,47697,2843,8238,2526,361,116,61597,45898,2820,8982,2896,1045,71,61727,45969,2820,9074,2904,1045,71,61782,47858,2808,8656,2160,353,172,61854,47954,2180,9523,1855,250,37,50078,44423,895,3961,664,301,18,47888,40531,1431,4668,934,183,20,51175,40248,1986,6008,2215,767,45,51175,40248,1986,5115,1870,55,10,212,1679,48931,40771,1495,5545,888,172,24,50061,41312,1501,6213,829,96,0,30042,18178,11413,26879,17182,9697,28953,16952,10710,28772,17230,9862,28237,18602,9635,22775,16188,6099,22782,16540,5869,27879,18116,8874,32482,20535,11464,32015,21285,9241,31582,19213,10424,31519,19763,10021
