ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26404,23531,542,347,148,1899,83,24670,21844,623,393,140,1639,74,23705,19954,610,339,166,2461,62,24498,21584,701,364,61,1718,105,23886,20625,816,433,101,1804,33,19900,18120,281,161,79,1267,39,18771,17060,335,179,29,1140,0,18141,15662,349,182,94,1674,42,18141,15662,349,94,52,652,19,29,1284,18566,16839,373,116,20,1208,40,18237,16220,418,232,43,1300,30,11862,4313,7152,10414,3538,6646,10495,2394,7562,10384,2560,7250,8418,2784,5151,8367,2409,5958,9822,2548,6978,11132,2601,8330,11030,2817,7643
2,2,24073,22646,614,265,116,501,26,23225,21673,591,466,181,448,13,22863,20465,797,371,181,926,48,23078,21239,707,580,127,570,0,22992,20877,729,640,278,570,0,18199,17373,333,120,71,326,15,17541,16712,299,173,41,283,0,17527,15965,455,204,119,665,34,17527,15965,455,105,87,129,32,37,717,17758,16768,290,242,58,301,0,17822,16722,335,239,134,306,0,11333,5033,5867,10218,4111,5822,10166,2863,6660,10051,2903,6584,8739,3794,4303,8635,3070,5565,9875,3207,6317,11245,3257,7764,11168,3579,6976
3,3,23636,20206,1441,988,559,462,110,23702,19316,2001,1163,791,772,82,24113,18548,2304,1401,553,1177,187,23632,19303,2029,1074,807,711,41,24133,19584,2246,1127,703,730,158,18670,16375,888,592,465,354,65,18142,15718,1007,709,185,517,0,18783,15076,1390,880,438,867,101,18783,15076,1390,606,332,155,89,68,1067,18100,15488,1185,652,325,491,0,18482,15626,1274,588,373,468,25,8797,4331,4240,8187,3792,4195,8163,3097,4425,8145,2925,4780,7080,3619,2935,6985,3198,3787,8018,3414,4257,9102,3828,5015,9067,3904,4647
4,4,23859,22216,467,612,147,454,27,23387,21342,626,722,256,508,18,23030,20376,604,782,203,916,42,23303,21273,631,662,296,456,99,23206,20936,651,721,286,617,115,17997,16951,243,398,91,322,17,17667,16391,337,456,127,355,0,17420,15668,331,493,139,639,28,17420,15668,331,387,94,110,8,37,785,17580,16360,278,415,174,288,25,17466,16180,304,416,136,349,20,11138,3679,7035,10275,3037,6977,10053,2001,7535,9962,2023,7342,8316,2563,5124,8275,2197,6078,9645,2192,7126,11207,2340,8663,11136,2580,7939
5,5,23004,21316,650,441,236,405,16,23259,21044,1278,461,117,473,39,23522,20305,1195,596,299,1006,32,23138,21042,1015,442,111,499,34,23686,21164,1151,344,378,547,4,16991,15986,350,264,139,266,13,17321,16049,667,226,68,302,4,17912,15843,718,360,192,668,21,17912,15843,718,226,128,123,10,76,788,17445,16385,483,207,63,306,4,17891,16593,597,189,220,339,0,10875,4515,6097,10287,3735,6296,10492,3385,6268,11190,3333,6853,9280,4160,4339,9161,3609,5552,10681,3842,6238,12129,4310,7479,12093,4329,6959
6,6,22155,20756,556,416,150,325,16,22409,20656,678,444,220,435,2,23102,20621,779,524,217,769,28,21466,19658,629,543,240,445,2,22271,20427,593,606,275,418,0,16200,15381,308,232,83,212,9,16957,15818,371,293,158,324,0,17395,15813,435,316,130,537,14,17395,15813,435,228,85,61,4,52,717,16274,15122,326,360,148,326,0,16794,15571,308,446,180,284,0,10573,3833,6498,10083,3156,6740,10207,2717,6786,10143,2549,7107,8923,3277,4907,8821,2896,5925,10338,3078,6844,12279,3582,8436,12240,3729,7969
7,7,24705,21306,1150,1444,183,812,19,23777,20311,1334,1387,61,913,17,23741,19055,1368,1533,224,1613,23,23629,20148,1320,1292,93,927,20,23303,19800,1356,1371,109,825,29,18599,16479,682,846,123,537,16,17711,15480,716,843,33,603,0,17649,14646,842,898,137,1091,19,17649,14646,842,668,100,255,6,22,1110,17591,15410,716,765,59,624,0,17344,15152,846,764,73,473,0,10486,4276,5836,9214,3482,5515,9108,2642,5925,9064,2588,5871,7413,3126,3760,7321,2503,4818,8579,2828,5446,9734,3138,6407,9688,3306,5890
8,8,16534,13999,461,489,1507,100,9,23010,18731,654,708,2704,235,50,23313,17659,835,800,3509,368,46,21161,16816,561,898,2717,216,48,22210,17477,713,846,2845,131,61,10884,9326,265,313,926,54,8,14813,12594,356,416,1227,132,6,16061,12433,504,518,2269,249,26,16061,12433,504,430,2125,33,1,54,481,13809,11568,307,417,1313,111,15,14853,12648,423,386,1286,81,15,7720,2728,4929,9008,2618,6278,11225,4238,6175,11028,3390,7241,10629,5008,4955,10517,4326,6191,11724,4836,6463,13484,6171,7106,13489,5882,7138
9,9,24402,22822,603,451,156,444,13,23445,21709,645,538,137,505,48,23244,20876,749,464,208,857,49,24058,21804,1048,393,235,544,155,23615,21074,1155,538,177,640,115,18469,17458,363,277,98,309,9,17615,16619,415,217,46,251,15,17880,16305,483,283,126,608,30,17880,16305,483,190,97,146,3,52,604,18070,16642,733,160,113,276,60,17906,16224,810,248,119,414,65,11079,3858,6776,9997,3236,6506,10197,2424,7073,10084,2238,7286,8403,3150,4593,8315,2278,6037,9686,2543,6802,11278,2748,8319,11207,2966,7558
10,10,23399,16791,1751,1861,1350,2087,38,23824,16492,2008,2261,1711,2051,4,23042,15371,2242,2187,1304,2240,37,24048,15840,1958,2778,2367,1804,6,23397,15874,2237,2117,2181,1738,9,19000,14142,1203,1179,1113,1617,22,18422,14024,1095,1188,684,1437,3,18750,12935,1575,1493,1103,1778,27,18750,12935,1575,1113,907,1127,6,70,1017,18381,13322,1025,1791,901,1357,4,18440,13765,1388,1479,652,1251,0,10108,7258,2598,8827,6212,2288,8705,6075,1823,8759,6186,2125,8459,6817,1203,8305,6405,1900,9106,6860,1853,10269,7896,2126,10257,7774,2017
11,11,26099,20821,1402,2149,225,1731,50,24062,19158,1617,1749,274,1335,22,23072,17074,1905,1855,220,2164,46,23429,18236,1783,1706,315,1469,16,23243,17894,1959,1536,340,1432,8,20020,16481,876,1444,149,1179,36,17985,14982,721,1146,174,965,5,17770,13749,1154,1246,164,1514,33,17770,13749,1154,1039,111,475,15,30,1197,17661,14538,829,1155,137,1002,1,17449,14436,926,964,103,961,0,10339,3384,6629,9108,2785,6092,8660,2077,6069,8541,2107,5761,7203,2322,4348,7200,1670,5530,8350,2175,5873,9726,2544,6982,9669,2549,6634
12,12,25460,22791,851,527,136,1262,47,23785,20630,1057,678,181,1387,71,23135,19404,1041,573,238,1915,62,23462,20424,995,623,169,1364,74,22905,19536,975,722,246,1400,57,19478,17825,490,269,91,830,26,18285,16401,577,280,132,871,20,17685,15319,594,300,148,1276,26,17685,15319,594,179,81,452,9,32,1019,17864,16020,571,302,137,845,13,17334,15433,537,355,180,855,0,11939,3099,8366,10578,2366,7959,10401,1685,8217,10315,1725,7900,8444,2130,5520,8404,1477,6927,9861,1735,7811,11654,2020,9447,11584,2170,8908
13,13,25017,22333,1838,236,150,558,13,22499,20135,1235,361,124,840,9,22781,19466,1807,304,202,1033,34,22687,20184,1301,374,151,729,13,22758,19925,1663,204,75,929,13,19119,17503,1073,123,89,371,8,17075,15769,621,141,32,499,4,17687,15445,1200,159,131,735,21,17687,15445,1200,82,80,124,4,30,722,17287,15787,687,276,24,475,10,17254,15610,867,109,18,577,4,10560,3090,6938,9379,2390,6771,10048,1972,7455,9958,1766,7592,8167,2742,4688,8099,1709,6390,9474,2037,7097,11028,2343,8476,10995,2667,7741
14,14,18089,15378,853,808,938,158,28,21829,18260,1292,1366,823,123,81,22977,18404,1350,1220,1417,456,28,23865,19654,1680,1378,951,93,102,25087,20556,2104,1130,936,151,96,12757,11076,508,498,584,98,12,15219,13302,587,735,486,100,0,16484,13535,799,766,934,321,16,16484,13535,799,655,811,59,6,38,581,15813,13748,616,805,525,64,0,17022,14756,910,715,524,89,0,9271,3908,5250,9940,3573,6156,11339,4433,5755,11171,3864,6757,10750,5406,4384,10630,4889,5741,12024,5387,6059,14155,6974,6894,14172,6743,6843
15,15,21878,15139,4381,1820,453,277,29,22983,14393,5348,2539,708,556,42,22856,13477,6030,2045,595,770,88,22629,14774,5588,1688,589,331,25,23117,14326,5999,2181,631,496,33,16132,11937,2710,1092,309,183,21,14168,11279,1176,1217,262,158,0,17116,11067,3798,1309,394,527,57,17116,11067,3798,1086,303,61,17,97,687,14382,11754,1225,930,187,127,0,15118,11806,1677,1067,316,189,0,8049,3498,4370,7577,2997,4374,7998,3072,4149,7789,2749,4343,6962,3398,2979,6891,3239,3652,7875,3476,3913,8843,4253,4349,8807,4121,4053
16,16,22126,18606,920,1056,1404,167,38,22654,19453,774,995,1343,332,10,23745,18407,1546,1404,1836,503,28,22378,18610,1125,1063,1293,469,5,22018,17556,1251,1348,1610,302,30,17248,14726,638,743,1020,119,25,17572,15802,428,619,554,114,4,18924,15036,1070,1003,1390,374,17,18924,15036,1070,821,1247,52,7,52,639,17844,15632,731,720,516,164,0,17706,14914,956,882,775,109,10,13054,5605,7306,12392,4687,7483,12603,5480,6041,12402,4778,7088,11878,6488,4649,11750,5790,5960,12940,6281,6118,14516,7697,6530,14543,7460,6459
17,17,21653,18411,958,1103,1072,190,29,22968,19760,873,1301,1131,173,0,23226,18561,1345,1429,1243,541,29,24051,20838,1219,1084,954,144,4,24020,19881,1537,826,1679,265,57,16132,14022,592,697,723,126,15,17629,15692,503,799,506,17,0,18452,15048,955,981,930,415,15,18452,15048,955,819,767,78,11,72,702,18790,16997,479,710,490,32,0,18669,16302,616,538,1065,110,0,12561,5559,6852,12283,4958,7074,13057,5969,5852,12858,5109,7073,12127,6844,4452,11977,6087,5890,13263,6662,5989,14774,8098,6364,14816,7902,6293
18,18,23087,18970,1921,1313,694,319,35,23426,19486,1799,1240,831,138,12,23693,17814,2682,1490,874,802,60,22581,18978,1502,713,1291,98,16,23228,18501,2276,1274,1022,230,12,17830,15205,1211,765,480,224,22,18137,15779,973,857,447,70,1,18731,14669,1762,1012,621,584,41,18731,14669,1762,806,491,84,13,57,849,17765,15666,806,501,738,80,4,17953,15161,1161,793,670,148,8,12623,6109,6301,11744,5265,6195,12180,5460,5505,11949,5138,5943,10904,6024,3995,10801,5764,5037,12206,6156,5371,13713,7376,5990,13719,7200,5748
19,19,21664,19238,942,637,717,168,32,23011,20433,1116,609,737,134,26,24080,20284,1274,1004,914,467,40,23978,20676,1404,712,984,200,18,24359,21189,1078,761,982,258,11,16887,15273,577,447,503,105,18,17331,16027,505,271,378,122,0,18388,15800,799,702,648,341,31,18388,15800,799,574,512,38,5,49,611,17848,16296,678,325,357,183,0,18077,16452,564,480,389,189,0,13724,6743,6824,13408,6109,7028,13952,7397,5334,13767,6210,7053,13303,8370,4018,13101,7351,5750,14298,8133,5601,15820,9836,5701,15871,9641,5764
20,20,21808,19921,494,446,823,111,16,24582,22325,416,445,1251,159,7,23650,20254,841,618,1393,312,32,25555,23144,530,517,1236,69,9,25359,22687,830,313,1275,59,8,17094,15779,309,339,565,74,11,19317,18148,266,260,518,112,0,18946,16503,557,476,1030,206,22,18946,16503,557,402,909,22,3,47,503,20347,19142,436,314,397,43,0,19857,18570,473,274,474,61,0,14853,6168,8531,14115,5183,8706,14482,6817,6584,14278,5347,8439,13395,7479,5090,13240,6481,6759,14616,7316,6793,16169,9009,6907,16212,8792,7021
21,21,22874,20590,1201,463,517,198,16,23626,21296,863,780,559,153,10,23871,20219,1569,752,671,550,26,22975,20318,1224,817,559,207,6,23628,20274,1689,781,585,269,3,18271,16787,761,266,347,128,7,18602,17099,526,436,401,123,4,18983,16499,1058,463,450,416,11,18983,16499,1058,364,328,46,5,50,633,18137,16430,602,425,345,154,4,18762,16650,1068,420,323,185,0,14118,7727,6191,12934,6592,6026,13524,7627,4676,13288,6695,5966,12635,8458,3332,12449,7719,4730,13703,8349,4755,15164,9854,5041,15176,9802,4836
22,22,23228,17726,2511,1962,919,339,41,23640,17438,2460,2753,846,210,88,23899,16386,3580,2355,976,780,34,24070,18241,2429,2520,717,293,46,23544,18311,2226,1993,697,306,35,18358,14700,1601,1249,681,237,25,17703,14479,910,1740,348,166,30,18874,13785,2349,1523,713,554,17,18874,13785,2349,1250,575,47,2,97,769,18075,15008,944,1526,372,191,20,17810,15005,992,1218,392,232,15,11739,6281,5222,10734,5484,4926,11050,5654,4302,10781,5196,4908,9955,6192,2997,9854,5989,3865,11043,6292,4130,12309,7500,4502,12287,7242,4208
23,23,22676,15618,3488,2385,990,371,72,24393,16212,4188,2857,1132,466,0,24042,15458,4009,2999,1090,675,39,23895,15851,4210,3043,755,370,4,25416,15232,4269,5359,1050,405,1,17554,12793,2298,1565,707,236,38,16688,13096,1220,1563,468,238,0,18801,12965,2595,1957,844,484,28,18801,12965,2595,1644,684,48,14,66,785,16723,12703,1390,1881,462,219,4,17921,12689,1594,2851,603,142,4,10528,5308,5067,9896,4772,4880,10188,5059,4123,10007,4642,4724,9420,5665,3024,9307,5360,3947,10439,5785,4087,11887,7131,4444,11839,6873,4262
24,24,23066,17201,3014,1860,871,344,39,24413,17784,3725,1936,823,247,41,23314,16212,3528,2031,927,715,40,23768,17305,3353,2333,713,325,32,23297,16311,3589,2504,678,328,41,18507,14572,1921,1197,683,238,26,18402,15088,1499,1378,276,154,3,19121,14076,2390,1375,741,553,35,19121,14076,2390,1150,597,44,16,60,788,18301,14594,1685,1602,277,177,0,18139,14285,1672,1709,305,181,0,11136,6266,4633,10179,5469,4407,10768,5813,3865,10514,5346,4457,9638,6341,2586,9526,6165,3361,10816,6534,3683,12195,7853,4067,12178,7654,3761
25,25,22788,19984,1471,696,510,209,29,22664,19683,1437,673,824,147,0,24050,19969,1910,716,876,435,45,23106,19965,1616,454,935,145,0,23998,20260,1924,530,1065,238,0,17870,16089,948,393,327,143,14,17620,15641,904,458,511,109,0,19119,16353,1281,461,584,317,22,19119,16353,1281,344,420,25,6,76,614,17849,15900,960,290,616,88,0,18691,16336,1257,330,648,105,0,14479,7809,6456,13784,6819,6670,14160,8167,4721,13944,6868,6461,13676,9187,3552,13436,8298,5138,14529,8950,5003,15971,10652,5043,16064,10548,5066
26,26,16736,14380,874,674,691,179,15,19771,16303,1284,858,1182,180,0,23543,18875,1446,1168,1266,646,24,21937,18695,1351,656,946,250,0,23849,20156,1580,843,934,279,0,11192,9837,469,361,438,112,11,13177,11336,604,462,658,103,0,16498,13556,864,718,803,455,15,16498,13556,864,598,690,48,2,60,680,14444,12938,491,348,531,131,0,16136,14379,690,369,528,173,0,7900,3080,4672,7687,2588,4923,8935,2974,5076,7975,2437,4902,8217,3732,3760,8127,3486,4641,9770,3846,5396,12744,5328,7134,12725,5163,6875
27,27,19294,17075,564,449,1083,147,22,20508,17944,615,441,1433,162,19,23335,18888,950,729,2173,507,31,21703,19033,562,705,1480,132,16,22639,19375,635,742,1740,74,0,12979,11706,277,261,643,92,9,14752,13387,259,200,756,124,20,16988,14150,575,475,1367,365,10,16988,14150,575,364,1225,33,7,35,599,15272,13886,235,165,755,109,15,16183,14615,287,237,888,64,0,10819,3746,6957,10687,3149,7380,11660,4126,6630,11468,3308,7617,11034,4892,5399,10933,4301,6632,12458,4925,7041,14843,6527,8044,14843,6367,7954
28,28,20984,17060,677,844,2330,141,34,24057,18160,1134,851,3842,151,49,23453,16828,996,963,4190,367,19,23138,17169,1340,758,3769,140,87,22957,17184,754,570,4270,86,75,14926,12309,432,558,1578,78,17,15793,13393,661,521,1123,102,4,18211,13535,657,663,2986,261,15,18211,13535,657,568,2831,13,1,65,541,15703,13038,775,540,1224,96,15,16068,13840,531,374,1243,65,10,10899,4317,6493,10854,3633,7074,11769,4976,5924,11586,3924,7300,10880,5611,4602,10767,4923,5844,12019,5513,6088,13561,6929,6420,13590,6730,6456
29,29,22196,17108,1618,1351,2013,204,29,22889,16632,1745,1688,2883,116,47,24071,16784,1889,1679,3155,463,42,24735,17089,1892,1951,3440,363,126,25346,17389,1999,2183,3440,312,105,17631,14132,1060,917,1432,130,22,16168,13657,730,880,828,59,4,19417,14070,1318,1216,2377,361,27,19417,14070,1318,1031,2203,51,18,74,652,17353,14326,646,966,1082,92,20,17991,14453,785,1166,1239,98,8,11942,5821,5968,11406,5025,6140,11883,5750,5095,11637,5034,6063,10859,6401,3716,10748,5875,4873,11985,6419,5033,13378,7806,5300,13388,7628,5157
30,30,19833,14837,2525,1557,810,246,50,20535,14499,2968,1885,1244,126,4,23578,16253,3470,2009,1343,615,74,21297,14862,3067,2252,1119,140,3,21342,15516,2714,2160,891,250,15,14082,11030,1465,943,544,164,29,13696,11138,974,983,539,44,4,17579,12772,2140,1287,939,460,49,17579,12772,2140,1077,789,53,15,48,685,14332,11437,976,1204,573,61,4,15511,12313,1374,1136,530,82,8,8849,3698,5032,8670,3233,5268,9740,4005,4854,9572,3436,5599,9041,4600,3693,8955,4231,4724,10314,4740,5075,12323,6179,5857,12360,6007,5756
31,31,24414,10893,8954,3684,872,489,59,23583,10967,8510,2859,1240,301,114,23924,10087,9250,3382,856,1003,62,23363,11189,7884,2689,1496,425,89,23656,11093,8190,3364,926,739,101,17857,9252,5695,2153,663,328,26,15089,9358,3269,1927,298,165,10,18508,8891,6306,2224,699,757,39,18508,8891,6306,1852,553,76,22,60,748,14938,9494,3248,1559,293,267,15,15439,9666,3518,1845,172,176,10,7255,5074,2037,6348,4359,1823,6340,4041,1768,6115,3845,1799,5750,4124,1140,5675,4221,1454,6541,4488,1707,7811,5452,2183,7771,5302,1948
32,32,24004,5872,14449,2648,1096,500,40,22770,4798,13222,2282,2630,331,43,23900,4469,14764,2657,1753,816,80,23311,4739,12906,3112,2772,421,77,23069,4647,13482,3083,1998,738,85,16185,4911,8747,1796,708,357,29,9348,3989,3198,1541,479,166,0,16430,3876,9399,1786,1110,593,44,16430,3876,9399,1553,1054,45,26,44,433,9853,4048,3484,1662,508,125,0,10136,3869,3735,1688,594,247,0,4276,3068,1110,3546,2545,913,3688,2533,892,3514,2313,968,3172,2357,571,3093,2365,728,3675,2660,862,4427,3239,1111,4370,3129,941
33,33,21676,16509,2932,1636,334,435,49,22663,16209,3168,2891,234,404,5,24314,15923,4312,2699,565,914,56,23652,15469,3951,3672,317,451,6,23485,15430,3744,2855,1053,326,142,16029,12894,1692,1010,205,294,27,15679,12292,1314,1708,151,230,0,18369,12876,2689,1747,373,674,30,18369,12876,2689,1500,318,139,12,46,789,16415,12108,1732,2174,145,263,0,16750,12672,1697,1725,388,216,0,8750,4561,4007,8035,3867,3954,8505,3559,4264,8229,3549,4078,7154,3789,2733,7001,3732,3269,8473,4043,3957,10040,4864,4944,9953,4771,4438
34,34,20698,3992,4797,11117,800,334,66,24072,3941,8639,9972,1203,439,360,24230,4050,9704,8874,1340,819,168,22931,4265,8100,8882,935,337,257,22294,4508,7386,8781,1306,444,212,14293,3292,2821,7665,494,234,38,12565,3403,1850,6516,548,217,50,16872,3469,5813,6433,894,593,103,16872,3469,5813,6032,823,83,81,56,515,12506,3945,1924,6066,431,132,35,13054,3892,2243,5945,836,204,45,7642,6669,885,6505,5686,756,5616,4573,791,5366,4225,899,4630,3800,518,4565,3916,649,5333,4367,787,6089,4990,1018,6001,4752,881
